runid,recall,precision,f-score
10_ROUGE-SU*,0.00404,0.05769,0.00755
11_ROUGE-SU*,0.0128,0.11176,0.02297
12_ROUGE-SU*,0.01057,0.06087,0.01801
13_ROUGE-SU*,0.00057,0.00529,0.00103
14_ROUGE-SU*,0.00289,0.11111,0.00563
15_ROUGE-SU*,0.00182,0.0119,0.00316
16_ROUGE-SU*,0.00559,0.05263,0.01011
17_ROUGE-SU*,0.00328,0.06667,0.00625
18_ROUGE-SU*,0.0013,0.04545,0.00253
19_ROUGE-SU*,0.01687,0.09714,0.02875
1_ROUGE-SU*,0.00283,0.11364,0.00552
20_ROUGE-SU*,0.02172,0.13714,0.0375
21_ROUGE-SU*,0.00242,0.04444,0.00459
22_ROUGE-SU*,0.0021,0.01974,0.0038
23_ROUGE-SU*,0.00313,0.03704,0.00577
24_ROUGE-SU*,0.00053,0.00658,0.00098
25_ROUGE-SU*,0.00055,0.01538,0.00106
26_ROUGE-SU*,0,0,0
27_ROUGE-SU*,0.00051,0.00962,0.00097
28_ROUGE-SU*,0.00125,0.01316,0.00228
29_ROUGE-SU*,0.0018,0.06494,0.0035
2_ROUGE-SU*,0.00629,0.11688,0.01194
30_ROUGE-SU*,0.02179,0.23684,0.03991
3_ROUGE-SU*,0.00212,0.02963,0.00396
4_ROUGE-SU*,0.00067,0.00962,0.00125
5_ROUGE-SU*,0.00645,0.125,0.01227
6_ROUGE-SU*,0.0094,0.07177,0.01662
7_ROUGE-SU*,0.01151,0.0903,0.02042
8_ROUGE-SU*,0.00615,0.07407,0.01136
9_ROUGE-SU*,0.02035,0.23684,0.03748
