runid,recall,precision,f-score
10_ROUGE-2,0.04545,0.01923,0.02703
11_ROUGE-2,0,0,0
12_ROUGE-2,0.02083,0.02222,0.0215
13_ROUGE-2,0.09091,0.05128,0.06557
14_ROUGE-2,0.03175,0.03279,0.03226
15_ROUGE-2,0,0,0
16_ROUGE-2,0.03846,0.01538,0.02197
17_ROUGE-2,0,0,0
18_ROUGE-2,0.15789,0.01775,0.03191
19_ROUGE-2,0,0,0
1_ROUGE-2,0.01667,0.01471,0.01563
20_ROUGE-2,0.02632,0.01852,0.02174
21_ROUGE-2,0,0,0
22_ROUGE-2,0.01754,0.01111,0.0136
23_ROUGE-2,0.04348,0.02273,0.02985
24_ROUGE-2,0,0,0
25_ROUGE-2,0.04545,0.02,0.02778
26_ROUGE-2,0,0,0
27_ROUGE-2,0.04255,0.03571,0.03883
28_ROUGE-2,0.16667,0.08333,0.11111
29_ROUGE-2,0.0303,0.02703,0.02857
2_ROUGE-2,0.09677,0.06383,0.07692
30_ROUGE-2,0,0,0
31_ROUGE-2,0.05172,0.03529,0.04195
32_ROUGE-2,0.09302,0.07547,0.08333
33_ROUGE-2,0.03704,0.01754,0.02381
34_ROUGE-2,0,0,0
35_ROUGE-2,0.02041,0.0303,0.02439
36_ROUGE-2,0.02703,0.01613,0.0202
37_ROUGE-2,0.05714,0.02128,0.03101
38_ROUGE-2,0.15789,0.08036,0.10651
39_ROUGE-2,0.02381,0.02326,0.02353
3_ROUGE-2,0,0,0
40_ROUGE-2,0.04348,0.03333,0.03773
41_ROUGE-2,0,0,0
42_ROUGE-2,0,0,0
43_ROUGE-2,0.02857,0.03704,0.03226
44_ROUGE-2,0.04651,0.0625,0.05333
45_ROUGE-2,0,0,0
46_ROUGE-2,0.10714,0.06,0.07692
47_ROUGE-2,0,0,0
48_ROUGE-2,0,0,0
49_ROUGE-2,0.2,0.07692,0.11111
4_ROUGE-2,0,0,0
50_ROUGE-2,0.13793,0.03419,0.0548
51_ROUGE-2,0.01923,0.03571,0.025
52_ROUGE-2,0.02564,0.02778,0.02667
53_ROUGE-2,0,0,0
54_ROUGE-2,0.04688,0.03488,0.04
55_ROUGE-2,0.04545,0.02857,0.03509
56_ROUGE-2,0.0566,0.06383,0.06
57_ROUGE-2,0.02128,0.01639,0.01852
58_ROUGE-2,0.02632,0.04348,0.03279
59_ROUGE-2,0,0,0
5_ROUGE-2,0.13953,0.15789,0.14814
6_ROUGE-2,0,0,0
7_ROUGE-2,0.08333,0.01613,0.02703
8_ROUGE-2,0,0,0
9_ROUGE-2,0.2963,0.16667,0.21334
