runid,recall,precision,f-score
10_ROUGE-2,0.04545,0.01961,0.0274
11_ROUGE-2,0.05,0.02,0.02857
12_ROUGE-2,0,0,0
13_ROUGE-2,0.04545,0.02222,0.02985
14_ROUGE-2,0.03175,0.03509,0.03334
15_ROUGE-2,0.06977,0.05769,0.06316
16_ROUGE-2,0.03846,0.02439,0.02985
17_ROUGE-2,0,0,0
18_ROUGE-2,0.05263,0.01923,0.02817
19_ROUGE-2,0,0,0
1_ROUGE-2,0,0,0
20_ROUGE-2,0.03175,0.04082,0.03572
21_ROUGE-2,0,0,0
22_ROUGE-2,0,0,0
23_ROUGE-2,0,0,0
24_ROUGE-2,0,0,0
25_ROUGE-2,0,0,0
26_ROUGE-2,0.02632,0.01786,0.02128
27_ROUGE-2,0,0,0
28_ROUGE-2,0.13333,0.03738,0.05839
29_ROUGE-2,0,0,0
2_ROUGE-2,0.16129,0.07576,0.10309
30_ROUGE-2,0,0,0
31_ROUGE-2,0.01724,0.01639,0.0168
32_ROUGE-2,0.10714,0.05769,0.075
33_ROUGE-2,0.03704,0.02703,0.03125
34_ROUGE-2,0.06897,0.05,0.05797
35_ROUGE-2,0.02041,0.02,0.0202
36_ROUGE-2,0,0,0
37_ROUGE-2,0.06061,0.03125,0.04124
38_ROUGE-2,0.03509,0.03774,0.03637
39_ROUGE-2,0.04167,0.03846,0.04
3_ROUGE-2,0.04762,0.02439,0.03226
40_ROUGE-2,0.05405,0.04167,0.04706
41_ROUGE-2,0,0,0
42_ROUGE-2,0,0,0
43_ROUGE-2,0.03571,0.1,0.05263
44_ROUGE-2,0,0,0
45_ROUGE-2,0.03704,0.02703,0.03125
46_ROUGE-2,0,0,0
47_ROUGE-2,0,0,0
48_ROUGE-2,0.09524,0.05797,0.07207
49_ROUGE-2,0,0,0
4_ROUGE-2,0.11765,0.04545,0.06557
50_ROUGE-2,0.10345,0.04348,0.06123
51_ROUGE-2,0.025,0.02174,0.02326
52_ROUGE-2,0,0,0
53_ROUGE-2,0.07143,0.01786,0.02858
54_ROUGE-2,0.01852,0.01515,0.01667
55_ROUGE-2,0,0,0
56_ROUGE-2,0,0,0
57_ROUGE-2,0,0,0
58_ROUGE-2,0.0303,0.03448,0.03226
59_ROUGE-2,0,0,0
5_ROUGE-2,0,0,0
6_ROUGE-2,0.05,0.02857,0.03636
7_ROUGE-2,0.08333,0.01754,0.02898
8_ROUGE-2,0.01031,0.02381,0.01439
9_ROUGE-2,0.07407,0.05556,0.06349
