runid,recall,precision,f-score
10_ROUGE-2,0.13636,0.05882,0.08219
11_ROUGE-2,0.02703,0.02041,0.02326
12_ROUGE-2,0,0,0
13_ROUGE-2,0.01299,0.03125,0.01835
14_ROUGE-2,0.01587,0.01408,0.01492
15_ROUGE-2,0.04651,0.04545,0.04597
16_ROUGE-2,0,0,0
17_ROUGE-2,0.11765,0.05128,0.07143
18_ROUGE-2,0.05263,0.02632,0.03509
19_ROUGE-2,0,0,0
1_ROUGE-2,0,0,0
20_ROUGE-2,0.04762,0.07317,0.05769
21_ROUGE-2,0.15789,0.06522,0.09231
22_ROUGE-2,0.01754,0.01333,0.01515
23_ROUGE-2,0,0,0
24_ROUGE-2,0,0,0
25_ROUGE-2,0,0,0
26_ROUGE-2,0,0,0
27_ROUGE-2,0.04762,0.04762,0.04762
28_ROUGE-2,0.16667,0.07576,0.10417
29_ROUGE-2,0.0303,0.02439,0.02703
2_ROUGE-2,0.16129,0.08772,0.11364
30_ROUGE-2,0,0,0
31_ROUGE-2,0,0,0
32_ROUGE-2,0.02326,0.02174,0.02247
33_ROUGE-2,0.03704,0.025,0.02985
34_ROUGE-2,0.10345,0.07317,0.08571
35_ROUGE-2,0.02041,0.04167,0.0274
36_ROUGE-2,0,0,0
37_ROUGE-2,0.06061,0.02899,0.03922
38_ROUGE-2,0,0,0
39_ROUGE-2,0.04762,0.04,0.04348
3_ROUGE-2,0.09524,0.06452,0.07693
40_ROUGE-2,0.17391,0.09091,0.1194
41_ROUGE-2,0.01695,0.02041,0.01852
42_ROUGE-2,0.0625,0.08696,0.07273
43_ROUGE-2,0.03571,0.125,0.05555
44_ROUGE-2,0.02326,0.03125,0.02667
45_ROUGE-2,0.03704,0.02941,0.03279
46_ROUGE-2,0.04762,0.02632,0.0339
47_ROUGE-2,0,0,0
48_ROUGE-2,0,0,0
49_ROUGE-2,0.04255,0.03922,0.04082
4_ROUGE-2,0.08824,0.0566,0.06896
50_ROUGE-2,0.03448,0.02632,0.02985
51_ROUGE-2,0,0,0
52_ROUGE-2,0,0,0
53_ROUGE-2,0,0,0
54_ROUGE-2,0.05556,0.0566,0.05608
55_ROUGE-2,0.04545,0.02222,0.02985
56_ROUGE-2,0.01887,0.03125,0.02353
57_ROUGE-2,0,0,0
58_ROUGE-2,0,0,0
59_ROUGE-2,0.02273,0.02326,0.02299
5_ROUGE-2,0,0,0
6_ROUGE-2,0.1,0.04255,0.0597
7_ROUGE-2,0.03125,0.04651,0.03738
8_ROUGE-2,0,0,0
9_ROUGE-2,0.18519,0.20833,0.19608
