runid,recall,precision,f-score
10_ROUGE-1,0.04348,0.04545,0.04444
11_ROUGE-1,0.33333,0.25,0.28571
12_ROUGE-1,0.08163,0.10256,0.09091
13_ROUGE-1,0.17391,0.11765,0.14035
14_ROUGE-1,0.10938,0.23333,0.14894
15_ROUGE-1,0.13636,0.19355,0.16
16_ROUGE-1,0.27778,0.2,0.23256
17_ROUGE-1,0.16667,0.10345,0.12766
18_ROUGE-1,0.05,0.09091,0.06452
19_ROUGE-1,0.08333,0.02941,0.04348
1_ROUGE-1,0.20588,0.18919,0.19718
20_ROUGE-1,0.17188,0.2619,0.20755
21_ROUGE-1,0.4,0.22222,0.28571
22_ROUGE-1,0.22951,0.22581,0.22764
23_ROUGE-1,0.2,0.06897,0.10257
24_ROUGE-1,0.2,0.28,0.23333
25_ROUGE-1,0.06667,0.03571,0.04651
26_ROUGE-1,0.17241,0.16667,0.16949
27_ROUGE-1,0.14583,0.18421,0.16279
28_ROUGE-1,0.29032,0.225,0.25352
29_ROUGE-1,0.08333,0.02381,0.03704
2_ROUGE-1,0.15625,0.12821,0.14085
30_ROUGE-1,0.08333,0.21429,0.12
31_ROUGE-1,0.21569,0.25581,0.23404
32_ROUGE-1,0.04545,0.08333,0.05882
33_ROUGE-1,0.10714,0.13636,0.12
34_ROUGE-1,0.2,0.22581,0.21212
35_ROUGE-1,0.04,0.08,0.05333
36_ROUGE-1,0.10526,0.125,0.11428
37_ROUGE-1,0.25,0.1125,0.15517
38_ROUGE-1,0.34483,0.38462,0.36364
39_ROUGE-1,0.27907,0.34286,0.30769
3_ROUGE-1,0.13333,0.10526,0.11764
40_ROUGE-1,0.16667,0.10526,0.12903
41_ROUGE-1,0.11667,0.22581,0.15385
42_ROUGE-1,0.1087,0.10204,0.10526
43_ROUGE-1,0.08333,0.13043,0.10169
44_ROUGE-1,0.06818,0.13636,0.09091
45_ROUGE-1,0.10714,0.12,0.11321
46_ROUGE-1,0.36364,0.22222,0.27586
47_ROUGE-1,0.23077,0.4,0.29268
48_ROUGE-1,0.02273,0.06667,0.0339
49_ROUGE-1,0.3125,0.16129,0.21277
4_ROUGE-1,0.10256,0.08511,0.09302
50_ROUGE-1,0.13889,0.16129,0.14925
51_ROUGE-1,0.09756,0.12121,0.10811
52_ROUGE-1,0.15,0.18182,0.16438
53_ROUGE-1,0.13333,0.03333,0.05333
54_ROUGE-1,0.25455,0.37838,0.30435
55_ROUGE-1,0.2,0.16667,0.18182
56_ROUGE-1,0.05556,0.11538,0.075
57_ROUGE-1,0.10417,0.16129,0.12658
58_ROUGE-1,0.07692,0.23077,0.11538
59_ROUGE-1,0.2,0.31034,0.24324
5_ROUGE-1,0.09091,0.13793,0.10959
6_ROUGE-1,0.14286,0.13636,0.13953
7_ROUGE-1,0.30769,0.09302,0.14285
8_ROUGE-1,0.125,0.13333,0.12903
9_ROUGE-1,0.14286,0.16667,0.15385
