runid,recall,precision,f-score
10_ROUGE-1,0.21739,0.09615,0.13333
11_ROUGE-1,0.14286,0.05882,0.08333
12_ROUGE-1,0.12245,0.12245,0.12245
13_ROUGE-1,0.17391,0.08696,0.11594
14_ROUGE-1,0.1875,0.2069,0.19672
15_ROUGE-1,0.22727,0.18868,0.20618
16_ROUGE-1,0.14815,0.09524,0.11594
17_ROUGE-1,0.16667,0.04839,0.075
18_ROUGE-1,0.15,0.0566,0.08219
19_ROUGE-1,0.09615,0.09615,0.09615
1_ROUGE-1,0.22951,0.20588,0.21705
20_ROUGE-1,0.1875,0.24,0.21053
21_ROUGE-1,0.2,0.08511,0.11941
22_ROUGE-1,0.09836,0.09091,0.09449
23_ROUGE-1,0.2,0.075,0.10909
24_ROUGE-1,0.17143,0.12766,0.14634
25_ROUGE-1,0.13043,0.04918,0.07143
26_ROUGE-1,0.13793,0.07018,0.09303
27_ROUGE-1,0.14583,0.11111,0.12612
28_ROUGE-1,0.3871,0.11111,0.17266
29_ROUGE-1,0.2069,0.12766,0.1579
2_ROUGE-1,0.34375,0.16418,0.22222
30_ROUGE-1,0.08333,0.05085,0.06316
31_ROUGE-1,0.21053,0.06452,0.09877
32_ROUGE-1,0.24138,0.13208,0.17074
33_ROUGE-1,0.14286,0.10526,0.12121
34_ROUGE-1,0.15686,0.19512,0.17391
35_ROUGE-1,0.1,0.09804,0.09901
36_ROUGE-1,0.15789,0.16216,0.16
37_ROUGE-1,0.32353,0.16923,0.22222
38_ROUGE-1,0.18966,0.2037,0.19643
39_ROUGE-1,0.2093,0.16981,0.1875
3_ROUGE-1,0.36364,0.19048,0.25
40_ROUGE-1,0.34211,0.26531,0.29885
41_ROUGE-1,0.14516,0.17308,0.1579
42_ROUGE-1,0.13043,0.11111,0.12
43_ROUGE-1,0.08333,0.09677,0.08955
44_ROUGE-1,0.13636,0.15789,0.14634
45_ROUGE-1,0.21429,0.15789,0.18182
46_ROUGE-1,0.18182,0.07843,0.10959
47_ROUGE-1,0.16667,0.11538,0.13636
48_ROUGE-1,0.27907,0.17143,0.21239
49_ROUGE-1,0.16667,0.13793,0.15094
4_ROUGE-1,0.31429,0.1236,0.17742
50_ROUGE-1,0.43333,0.18571,0.26
51_ROUGE-1,0.15094,0.17021,0.16
52_ROUGE-1,0.075,0.07143,0.07317
53_ROUGE-1,0.2,0.05263,0.08333
54_ROUGE-1,0.18182,0.14925,0.16393
55_ROUGE-1,0.13043,0.06,0.08219
56_ROUGE-1,0.04,0.06452,0.04938
57_ROUGE-1,0.12903,0.07273,0.09302
58_ROUGE-1,0.17949,0.23333,0.2029
59_ROUGE-1,0.24444,0.1746,0.2037
5_ROUGE-1,0.11364,0.13158,0.12195
6_ROUGE-1,0.14286,0.08333,0.10526
7_ROUGE-1,0.30769,0.06897,0.11268
8_ROUGE-1,0.15625,0.11628,0.13333
9_ROUGE-1,0.25,0.18919,0.21539
