runid,recall,precision,f-score
10_ROUGE-2,0.04545,0.02041,0.02817
11_ROUGE-2,0.1,0.05,0.06667
12_ROUGE-2,0.06667,0.01639,0.02631
13_ROUGE-2,0.04545,0.02778,0.03448
14_ROUGE-2,0,0,0
15_ROUGE-2,0.07692,0.08889,0.08247
16_ROUGE-2,0.03846,0.02174,0.02778
17_ROUGE-2,0.04412,0.06522,0.05263
18_ROUGE-2,0.05263,0.03571,0.04255
19_ROUGE-2,0.01961,0.02222,0.02083
1_ROUGE-2,0.01667,0.01754,0.01709
20_ROUGE-2,0.06349,0.08,0.0708
21_ROUGE-2,0.15789,0.08571,0.11111
22_ROUGE-2,0.05,0.03659,0.04226
23_ROUGE-2,0.04348,0.02439,0.03125
24_ROUGE-2,0,0,0
25_ROUGE-2,0.07143,0.01695,0.0274
26_ROUGE-2,0,0,0
27_ROUGE-2,0,0,0
28_ROUGE-2,0.16667,0.07937,0.10753
29_ROUGE-2,0,0,0
2_ROUGE-2,0.03226,0.02222,0.02631
30_ROUGE-2,0.01887,0.02381,0.02105
31_ROUGE-2,0,0,0
32_ROUGE-2,0,0,0
33_ROUGE-2,0,0,0
34_ROUGE-2,0.13793,0.08333,0.10389
35_ROUGE-2,0.02041,0.04,0.02703
36_ROUGE-2,0.02703,0.01923,0.02247
37_ROUGE-2,0.0303,0.01538,0.0204
38_ROUGE-2,0.03509,0.03509,0.03509
39_ROUGE-2,0.02381,0.02128,0.02247
3_ROUGE-2,0.025,0.03448,0.02898
40_ROUGE-2,0.13043,0.07317,0.09375
41_ROUGE-2,0.01639,0.01515,0.01575
42_ROUGE-2,0.0625,0.0625,0.0625
43_ROUGE-2,0,0,0
44_ROUGE-2,0.02326,0.0303,0.02632
45_ROUGE-2,0,0,0
46_ROUGE-2,0,0,0
47_ROUGE-2,0,0,0
48_ROUGE-2,0,0,0
49_ROUGE-2,0,0,0
4_ROUGE-2,0,0,0
50_ROUGE-2,0.06897,0.03774,0.04879
51_ROUGE-2,0.025,0.02083,0.02273
52_ROUGE-2,0.10256,0.09756,0.1
53_ROUGE-2,0.08333,0.02151,0.03419
54_ROUGE-2,0.05556,0.04615,0.05042
55_ROUGE-2,0.13636,0.04054,0.0625
56_ROUGE-2,0.07547,0.1,0.08602
57_ROUGE-2,0,0,0
58_ROUGE-2,0,0,0
59_ROUGE-2,0.02273,0.01961,0.02106
5_ROUGE-2,0,0,0
6_ROUGE-2,0.05,0.01786,0.02632
7_ROUGE-2,0.03125,0.03846,0.03448
8_ROUGE-2,0,0,0
9_ROUGE-2,0.18519,0.09434,0.125
