runid,recall,precision,f-score
10_ROUGE-1,0.09259,0.10638,0.09901
11_ROUGE-1,0.23684,0.21951,0.22785
12_ROUGE-1,0.12245,0.12,0.12121
13_ROUGE-1,0.13043,0.08108,0.1
14_ROUGE-1,0.15625,0.2439,0.19048
15_ROUGE-1,0.25,0.23404,0.24176
16_ROUGE-1,0.25926,0.18421,0.21538
17_ROUGE-1,0.22222,0.08511,0.12308
18_ROUGE-1,0.05455,0.16667,0.0822
19_ROUGE-1,0.03846,0.05405,0.04494
1_ROUGE-1,0.29412,0.2439,0.26667
20_ROUGE-1,0.25,0.28571,0.26666
21_ROUGE-1,0.25,0.09091,0.13333
22_ROUGE-1,0.19672,0.2,0.19835
23_ROUGE-1,0.4,0.11111,0.17391
24_ROUGE-1,0.2,0.15909,0.17721
25_ROUGE-1,0.13333,0.04082,0.0625
26_ROUGE-1,0.17241,0.13158,0.14925
27_ROUGE-1,0.13953,0.10345,0.11881
28_ROUGE-1,0.35484,0.19298,0.25
29_ROUGE-1,0.16667,0.03774,0.06154
2_ROUGE-1,0.21875,0.16279,0.18667
30_ROUGE-1,0.02778,0.33333,0.05129
31_ROUGE-1,0.13725,0.17949,0.15555
32_ROUGE-1,0.10345,0.10345,0.10345
33_ROUGE-1,0.14286,0.1,0.11765
34_ROUGE-1,0.2,0.18919,0.19444
35_ROUGE-1,0.1,0.2,0.13333
36_ROUGE-1,0.05263,0.06897,0.0597
37_ROUGE-1,0.11765,0.14815,0.13115
38_ROUGE-1,0.2069,0.19672,0.20168
39_ROUGE-1,0.2093,0.20455,0.2069
3_ROUGE-1,0.13636,0.15789,0.14634
40_ROUGE-1,0.23684,0.2,0.21687
41_ROUGE-1,0.22581,0.37838,0.28283
42_ROUGE-1,0.13043,0.13333,0.13186
43_ROUGE-1,0.08333,0.14286,0.10526
44_ROUGE-1,0.06818,0.21429,0.10345
45_ROUGE-1,0.18182,0.22857,0.20253
46_ROUGE-1,0.27273,0.18182,0.21818
47_ROUGE-1,0.26923,0.34146,0.30107
48_ROUGE-1,0.11364,0.26316,0.15873
49_ROUGE-1,0.14583,0.16279,0.15384
4_ROUGE-1,0.15385,0.09524,0.11765
50_ROUGE-1,0.26667,0.18182,0.21622
51_ROUGE-1,0.07547,0.10811,0.08889
52_ROUGE-1,0.125,0.15152,0.13699
53_ROUGE-1,0.2,0.03297,0.05661
54_ROUGE-1,0.21818,0.33333,0.26373
55_ROUGE-1,0.3,0.18,0.225
56_ROUGE-1,0.14815,0.22857,0.17978
57_ROUGE-1,0.14583,0.18421,0.16279
58_ROUGE-1,0,0,0
59_ROUGE-1,0.22222,0.29412,0.25316
5_ROUGE-1,0.11364,0.17857,0.13889
6_ROUGE-1,0.19048,0.11765,0.14546
7_ROUGE-1,0.18462,0.25,0.21239
8_ROUGE-1,0.125,0.09091,0.10526
9_ROUGE-1,0.17857,0.15152,0.16394
