runid,recall,precision,f-score
10_ROUGE-1,0.13043,0.0566,0.07894
11_ROUGE-1,0.07895,0.10345,0.08955
12_ROUGE-1,0.22449,0.23913,0.23158
13_ROUGE-1,0.21739,0.125,0.15873
14_ROUGE-1,0.21875,0.22581,0.22222
15_ROUGE-1,0.13636,0.16667,0.15
16_ROUGE-1,0.40741,0.16667,0.23656
17_ROUGE-1,0.16667,0.08824,0.11539
18_ROUGE-1,0.5,0.05882,0.10526
19_ROUGE-1,0.09615,0.10204,0.09901
1_ROUGE-1,0.20588,0.10145,0.13592
20_ROUGE-1,0.23077,0.16364,0.19149
21_ROUGE-1,0.15,0.1,0.12
22_ROUGE-1,0.18033,0.12088,0.14474
23_ROUGE-1,0.20833,0.11111,0.14493
24_ROUGE-1,0.13514,0.12821,0.13158
25_ROUGE-1,0.17391,0.07843,0.10811
26_ROUGE-1,0.31034,0.14286,0.19565
27_ROUGE-1,0.29167,0.24561,0.26667
28_ROUGE-1,0.32258,0.16393,0.21739
29_ROUGE-1,0.17241,0.13158,0.14925
2_ROUGE-1,0.28125,0.1875,0.225
30_ROUGE-1,0.11111,0.07273,0.08791
31_ROUGE-1,0.26316,0.05814,0.09524
32_ROUGE-1,0.34483,0.18519,0.24097
33_ROUGE-1,0.14286,0.06897,0.09303
34_ROUGE-1,0.14286,0.09259,0.11236
35_ROUGE-1,0.12,0.17647,0.14286
36_ROUGE-1,0.16,0.12698,0.14159
37_ROUGE-1,0.41667,0.15789,0.229
38_ROUGE-1,0.34483,0.17699,0.23392
39_ROUGE-1,0.18605,0.18182,0.18391
3_ROUGE-1,0.06667,0.03571,0.04651
40_ROUGE-1,0.29167,0.22581,0.25455
41_ROUGE-1,0.05,0.09375,0.06522
42_ROUGE-1,0.06522,0.08333,0.07317
43_ROUGE-1,0.13889,0.17857,0.15625
44_ROUGE-1,0.15909,0.21212,0.18182
45_ROUGE-1,0.17857,0.09259,0.12195
46_ROUGE-1,0.40909,0.17647,0.24657
47_ROUGE-1,0.08333,0.06667,0.07407
48_ROUGE-1,0.11364,0.2381,0.15385
49_ROUGE-1,0.25,0.1,0.14286
4_ROUGE-1,0.12821,0.07143,0.09175
50_ROUGE-1,0.5,0.15254,0.23376
51_ROUGE-1,0.11321,0.2069,0.14634
52_ROUGE-1,0.125,0.13514,0.12987
53_ROUGE-1,0.13333,0.03922,0.06061
54_ROUGE-1,0.23077,0.17241,0.19737
55_ROUGE-1,0.2,0.16667,0.18182
56_ROUGE-1,0.22222,0.25,0.23529
57_ROUGE-1,0.16667,0.12903,0.14545
58_ROUGE-1,0.15385,0.25,0.19048
59_ROUGE-1,0.11111,0.13158,0.12048
5_ROUGE-1,0.34091,0.38462,0.36145
6_ROUGE-1,0.28571,0.13953,0.18749
7_ROUGE-1,0.30769,0.06349,0.10526
8_ROUGE-1,0.21875,0.13725,0.16867
9_ROUGE-1,0.46429,0.26531,0.33767
