runid,recall,precision,f-score
10_ROUGE-2,0.01515,0.05882,0.02409
11_ROUGE-2,0,0,0
12_ROUGE-2,0,0,0
13_ROUGE-2,0,0,0
14_ROUGE-2,0.01695,0.05263,0.02564
15_ROUGE-2,0,0,0
16_ROUGE-2,0,0,0
17_ROUGE-2,0,0,0
18_ROUGE-2,0.03704,0.10526,0.0548
19_ROUGE-2,0,0,0
1_ROUGE-2,0.01515,0.16667,0.02778
20_ROUGE-2,0,0,0
21_ROUGE-2,0.01316,0.0303,0.01835
22_ROUGE-2,0,0,0
23_ROUGE-2,0,0,0
24_ROUGE-2,0.01667,0.06667,0.02667
25_ROUGE-2,0,0,0
26_ROUGE-2,0.01471,0.07692,0.0247
27_ROUGE-2,0,0,0
28_ROUGE-2,0,0,0
29_ROUGE-2,0,0,0
2_ROUGE-2,0.01667,0.04,0.02353
30_ROUGE-2,0,0,0
3_ROUGE-2,0,0,0
4_ROUGE-2,0,0,0
5_ROUGE-2,0,0,0
6_ROUGE-2,0.01818,0.04545,0.02597
7_ROUGE-2,0,0,0
8_ROUGE-2,0,0,0
9_ROUGE-2,0.02941,0.1,0.04545
