runid,recall,precision,f-score
10_ROUGE-2,0,0,0
11_ROUGE-2,0.15,0.11111,0.12766
12_ROUGE-2,0,0,0
13_ROUGE-2,0.04545,0.0303,0.03636
14_ROUGE-2,0,0,0
15_ROUGE-2,0.01923,0.03333,0.02439
16_ROUGE-2,0.03846,0.04167,0.04
17_ROUGE-2,0,0,0
18_ROUGE-2,0,0,0
19_ROUGE-2,0,0,0
1_ROUGE-2,0.01667,0.02778,0.02084
20_ROUGE-2,0.03175,0.04878,0.03846
21_ROUGE-2,0.10526,0.05714,0.07407
22_ROUGE-2,0,0,0
23_ROUGE-2,0.04348,0.03571,0.03921
24_ROUGE-2,0.08824,0.125,0.10345
25_ROUGE-2,0,0,0
26_ROUGE-2,0,0,0
27_ROUGE-2,0,0,0
28_ROUGE-2,0.2,0.15385,0.17392
29_ROUGE-2,0,0,0
2_ROUGE-2,0.03226,0.02632,0.02899
30_ROUGE-2,0,0,0
31_ROUGE-2,0,0,0
32_ROUGE-2,0,0,0
33_ROUGE-2,0,0,0
34_ROUGE-2,0.03448,0.03333,0.0339
35_ROUGE-2,0,0,0
36_ROUGE-2,0.02703,0.03226,0.02941
37_ROUGE-2,0,0,0
38_ROUGE-2,0.15789,0.17647,0.16666
39_ROUGE-2,0.14286,0.17647,0.1579
3_ROUGE-2,0,0,0
40_ROUGE-2,0.05405,0.05405,0.05405
41_ROUGE-2,0.01695,0.03333,0.02247
42_ROUGE-2,0,0,0
43_ROUGE-2,0,0,0
44_ROUGE-2,0.02326,0.04762,0.03125
45_ROUGE-2,0,0,0
46_ROUGE-2,0.09524,0.05714,0.07143
47_ROUGE-2,0,0,0
48_ROUGE-2,0,0,0
49_ROUGE-2,0.2,0.1,0.13333
4_ROUGE-2,0,0,0
50_ROUGE-2,0,0,0
51_ROUGE-2,0,0,0
52_ROUGE-2,0.03846,0.03125,0.03448
53_ROUGE-2,0,0,0
54_ROUGE-2,0.09259,0.13889,0.11111
55_ROUGE-2,0.06897,0.05714,0.0625
56_ROUGE-2,0,0,0
57_ROUGE-2,0,0,0
58_ROUGE-2,0.02632,0.08333,0.04
59_ROUGE-2,0.02273,0.03571,0.02778
5_ROUGE-2,0,0,0
6_ROUGE-2,0.01149,0.04762,0.01851
7_ROUGE-2,0.16667,0.04762,0.07408
8_ROUGE-2,0.03226,0.03448,0.03333
9_ROUGE-2,0.03704,0.04348,0.04
