runid,recall,precision,f-score
10_ROUGE-1,0.13043,0.04918,0.07143
11_ROUGE-1,0.15789,0.10526,0.12631
12_ROUGE-1,0.14286,0.12727,0.13462
13_ROUGE-1,0.3913,0.08571,0.14062
14_ROUGE-1,0.22222,0.08065,0.11835
15_ROUGE-1,0.31818,0.14286,0.19719
16_ROUGE-1,0.27778,0.08475,0.12988
17_ROUGE-1,0.27778,0.05814,0.09615
18_ROUGE-1,0.35,0.09722,0.15217
19_ROUGE-1,0.14,0.16279,0.15054
1_ROUGE-1,0.27869,0.16667,0.20859
20_ROUGE-1,0.28125,0.25352,0.26667
21_ROUGE-1,0.3,0.12766,0.1791
22_ROUGE-1,0.16393,0.11905,0.13793
23_ROUGE-1,0.46667,0.08537,0.14434
24_ROUGE-1,0.10811,0.08889,0.09756
25_ROUGE-1,0.33333,0.05,0.08696
26_ROUGE-1,0.10256,0.08696,0.09412
27_ROUGE-1,0.14583,0.14894,0.14737
28_ROUGE-1,0.35484,0.14474,0.20561
29_ROUGE-1,0.33333,0.0381,0.06838
2_ROUGE-1,0.36111,0.15854,0.22034
30_ROUGE-1,0.16667,0.10526,0.12903
31_ROUGE-1,0.21569,0.1746,0.19298
32_ROUGE-1,0.13793,0.08163,0.10256
33_ROUGE-1,0.14286,0.08889,0.10959
34_ROUGE-1,0.22857,0.15385,0.18391
35_ROUGE-1,0.1,0.14706,0.11905
36_ROUGE-1,0.21053,0.11765,0.15095
37_ROUGE-1,0.26471,0.125,0.16981
38_ROUGE-1,0.2069,0.19355,0.2
39_ROUGE-1,0.12245,0.08571,0.10084
3_ROUGE-1,0.18182,0.12903,0.15094
40_ROUGE-1,0.15789,0.15,0.15384
41_ROUGE-1,0.20968,0.16456,0.1844
42_ROUGE-1,0.12308,0.15094,0.13559
43_ROUGE-1,0.13889,0.11364,0.125
44_ROUGE-1,0.06818,0.0625,0.06522
45_ROUGE-1,0.34091,0.22388,0.27027
46_ROUGE-1,0.36364,0.18182,0.24243
47_ROUGE-1,0.30769,0.27119,0.28829
48_ROUGE-1,0.34091,0.35714,0.34884
49_ROUGE-1,0.29167,0.22581,0.25455
4_ROUGE-1,0.34286,0.08571,0.13714
50_ROUGE-1,0.4,0.14815,0.21622
51_ROUGE-1,0.19512,0.16327,0.17778
52_ROUGE-1,0.125,0.11905,0.12195
53_ROUGE-1,0.2,0.02857,0.05
54_ROUGE-1,0.27273,0.26786,0.27027
55_ROUGE-1,0.16667,0.08333,0.11111
56_ROUGE-1,0.24074,0.21311,0.22608
57_ROUGE-1,0.35484,0.12088,0.18033
58_ROUGE-1,0.23077,0.15789,0.1875
59_ROUGE-1,0.11111,0.11628,0.11364
5_ROUGE-1,0.13636,0.14634,0.14117
6_ROUGE-1,0.09524,0.04545,0.06153
7_ROUGE-1,0.24615,0.21622,0.23022
8_ROUGE-1,0.21875,0.09091,0.12844
9_ROUGE-1,0.39286,0.32353,0.35484
