runid,recall,precision,f-score
10_ROUGE-SU*,0.00202,0.01974,0.00366
11_ROUGE-SU*,0.02561,0.15079,0.04378
12_ROUGE-SU*,0.02943,0.0527,0.03777
13_ROUGE-SU*,0.00339,0.05042,0.00635
14_ROUGE-SU*,0.00109,0.00957,0.00196
15_ROUGE-SU*,0.00908,0.0463,0.01518
16_ROUGE-SU*,0.02924,0.19565,0.05088
17_ROUGE-SU*,0.01093,0.06689,0.01879
18_ROUGE-SU*,0.00065,0.01538,0.00125
19_ROUGE-SU*,0.02531,0.06227,0.03599
1_ROUGE-SU*,0.00659,0.03704,0.01119
20_ROUGE-SU*,0.01855,0.08283,0.03031
21_ROUGE-SU*,0.002,0.02381,0.00369
22_ROUGE-SU*,0.00839,0.03183,0.01328
23_ROUGE-SU*,0.01191,0.04691,0.019
24_ROUGE-SU*,0.00159,0.01974,0.00294
25_ROUGE-SU*,0.00273,0.00949,0.00424
26_ROUGE-SU*,0.00975,0.05455,0.01654
27_ROUGE-SU*,0.00615,0.03704,0.01055
28_ROUGE-SU*,0,0,0
29_ROUGE-SU*,0.02899,0.09402,0.04432
2_ROUGE-SU*,0.00351,0.01852,0.0059
30_ROUGE-SU*,0.01531,0.05313,0.02377
3_ROUGE-SU*,0.00741,0.01892,0.01065
4_ROUGE-SU*,0.00235,0.0119,0.00392
5_ROUGE-SU*,0.02432,0.0779,0.03707
6_ROUGE-SU*,0.01442,0.06101,0.02333
7_ROUGE-SU*,0.0017,0.01974,0.00313
8_ROUGE-SU*,0.02084,0.05983,0.03091
9_ROUGE-SU*,0.02092,0.07021,0.03224
