runid,recall,precision,f-score
10_ROUGE-1,0.09259,0.12195,0.10526
11_ROUGE-1,0.21053,0.14545,0.17204
12_ROUGE-1,0.0625,0.0303,0.04081
13_ROUGE-1,0.17949,0.31818,0.22951
14_ROUGE-1,0.10938,0.125,0.11667
15_ROUGE-1,0.18868,0.17857,0.18349
16_ROUGE-1,0.14815,0.09302,0.11428
17_ROUGE-1,0.16667,0.04615,0.07228
18_ROUGE-1,0.25,0.10638,0.14925
19_ROUGE-1,0.12,0.11765,0.11881
1_ROUGE-1,0.17647,0.11321,0.13793
20_ROUGE-1,0.23438,0.31915,0.27027
21_ROUGE-1,0.25,0.12821,0.1695
22_ROUGE-1,0.12069,0.10145,0.11024
23_ROUGE-1,0.26667,0.08889,0.13334
24_ROUGE-1,0.11429,0.11429,0.11429
25_ROUGE-1,0.08696,0.03704,0.05195
26_ROUGE-1,0.06897,0.04348,0.05334
27_ROUGE-1,0.16279,0.15217,0.1573
28_ROUGE-1,0.45161,0.19178,0.26923
29_ROUGE-1,0.16667,0.05714,0.0851
2_ROUGE-1,0.33333,0.21053,0.25807
30_ROUGE-1,0.07407,0.10526,0.08695
31_ROUGE-1,0.10526,0.03125,0.04819
32_ROUGE-1,0.27586,0.13333,0.17977
33_ROUGE-1,0.14286,0.08511,0.10667
34_ROUGE-1,0.36667,0.21569,0.27161
35_ROUGE-1,0.1,0.12195,0.10989
36_ROUGE-1,0.10526,0.13793,0.1194
37_ROUGE-1,0.17647,0.08571,0.11538
38_ROUGE-1,0.18966,0.15942,0.17323
39_ROUGE-1,0.18605,0.16667,0.17583
3_ROUGE-1,0.36364,0.27586,0.31373
40_ROUGE-1,0.17021,0.17021,0.17021
41_ROUGE-1,0.16129,0.15385,0.15748
42_ROUGE-1,0.17391,0.15385,0.16327
43_ROUGE-1,0.11111,0.14815,0.12698
44_ROUGE-1,0.09091,0.09091,0.09091
45_ROUGE-1,0.17857,0.14286,0.15873
46_ROUGE-1,0.36364,0.18182,0.24243
47_ROUGE-1,0.11111,0.13333,0.12121
48_ROUGE-1,0.06818,0.08108,0.07407
49_ROUGE-1,0.1875,0.15517,0.16981
4_ROUGE-1,0.17143,0.10526,0.13043
50_ROUGE-1,0.19444,0.14583,0.16666
51_ROUGE-1,0.15094,0.15385,0.15238
52_ROUGE-1,0.07407,0.05556,0.06349
53_ROUGE-1,0.16,0.05128,0.07767
54_ROUGE-1,0.30909,0.23611,0.26772
55_ROUGE-1,0.13333,0.1,0.11428
56_ROUGE-1,0.02,0.03846,0.02632
57_ROUGE-1,0.16667,0.11429,0.1356
58_ROUGE-1,0.12821,0.11628,0.12195
59_ROUGE-1,0.13333,0.14634,0.13953
5_ROUGE-1,0.11864,0.175,0.14141
6_ROUGE-1,0.33333,0.13462,0.19178
7_ROUGE-1,0.15385,0.03226,0.05334
8_ROUGE-1,0.125,0.10811,0.11594
9_ROUGE-1,0.21429,0.15385,0.17911
