runid,recall,precision,f-score
10_ROUGE-1,0.0597,0.18182,0.08989
11_ROUGE-1,0.18966,0.35484,0.2472
12_ROUGE-1,0.11864,0.38889,0.18181
13_ROUGE-1,0.05085,0.17647,0.07895
14_ROUGE-1,0.07812,0.27778,0.12195
15_ROUGE-1,0.03636,0.09091,0.05194
16_ROUGE-1,0.09434,0.35714,0.14925
17_ROUGE-1,0.04545,0.16667,0.07142
18_ROUGE-1,0.03636,0.16667,0.0597
19_ROUGE-1,0.09524,0.2,0.12903
1_ROUGE-1,0.06557,0.4,0.11267
20_ROUGE-1,0.12121,0.30769,0.17391
21_ROUGE-1,0.07937,0.2381,0.11905
22_ROUGE-1,0.03774,0.13333,0.05883
23_ROUGE-1,0.10714,0.27273,0.15384
24_ROUGE-1,0.06557,0.21053,0.1
25_ROUGE-1,0.06667,0.21053,0.10127
26_ROUGE-1,0.13043,0.3913,0.19565
27_ROUGE-1,0.02817,0.10526,0.04445
28_ROUGE-1,0.01786,0.08333,0.02942
29_ROUGE-1,0.16393,0.38462,0.22988
2_ROUGE-1,0.0566,0.15789,0.08333
30_ROUGE-1,0.13333,0.36364,0.19512
3_ROUGE-1,0.07463,0.2381,0.11364
4_ROUGE-1,0.03704,0.11765,0.05634
5_ROUGE-1,0.03509,0.125,0.0548
6_ROUGE-1,0.14035,0.33333,0.19753
7_ROUGE-1,0.15254,0.3,0.20225
8_ROUGE-1,0.07937,0.2381,0.11905
9_ROUGE-1,0.17391,0.48,0.25532
