runid,recall,precision,f-score
10_ROUGE-2,0,0,0
11_ROUGE-2,0.02703,0.02381,0.02532
12_ROUGE-2,0,0,0
13_ROUGE-2,0.04545,0.01724,0.025
14_ROUGE-2,0,0,0
15_ROUGE-2,0.04651,0.0339,0.03922
16_ROUGE-2,0,0,0
17_ROUGE-2,0.01471,0.01429,0.0145
18_ROUGE-2,0.05263,0.01818,0.02702
19_ROUGE-2,0,0,0
1_ROUGE-2,0,0,0
20_ROUGE-2,0.09524,0.09375,0.09449
21_ROUGE-2,0,0,0
22_ROUGE-2,0.03509,0.02817,0.03125
23_ROUGE-2,0,0,0
24_ROUGE-2,0,0,0
25_ROUGE-2,0,0,0
26_ROUGE-2,0,0,0
27_ROUGE-2,0.07143,0.05172,0.06
28_ROUGE-2,0.16667,0.05682,0.08475
29_ROUGE-2,0,0,0
2_ROUGE-2,0.25806,0.125,0.16842
30_ROUGE-2,0,0,0
31_ROUGE-2,0.03448,0.02899,0.0315
32_ROUGE-2,0.02326,0.01852,0.02062
33_ROUGE-2,0,0,0
34_ROUGE-2,0.13793,0.08511,0.10527
35_ROUGE-2,0.04082,0.04082,0.04082
36_ROUGE-2,0,0,0
37_ROUGE-2,0.06061,0.03226,0.04211
38_ROUGE-2,0.03509,0.03125,0.03306
39_ROUGE-2,0.02083,0.02,0.02041
3_ROUGE-2,0.04762,0.02857,0.03571
40_ROUGE-2,0.04348,0.01639,0.02381
41_ROUGE-2,0.0339,0.03774,0.03572
42_ROUGE-2,0,0,0
43_ROUGE-2,0.03571,0.10714,0.05357
44_ROUGE-2,0.04651,0.03175,0.03774
45_ROUGE-2,0.11111,0.06,0.07792
46_ROUGE-2,0.2381,0.08475,0.12501
47_ROUGE-2,0,0,0
48_ROUGE-2,0.02381,0.02273,0.02326
49_ROUGE-2,0.04255,0.03509,0.03846
4_ROUGE-2,0.08824,0.04412,0.05883
50_ROUGE-2,0,0,0
51_ROUGE-2,0,0,0
52_ROUGE-2,0.02564,0.02222,0.02381
53_ROUGE-2,0,0,0
54_ROUGE-2,0.01852,0.0125,0.01493
55_ROUGE-2,0,0,0
56_ROUGE-2,0,0,0
57_ROUGE-2,0,0,0
58_ROUGE-2,0.02632,0.01887,0.02198
59_ROUGE-2,0.02273,0.01754,0.0198
5_ROUGE-2,0,0,0
6_ROUGE-2,0.1,0.03571,0.05263
7_ROUGE-2,0.04688,0.05172,0.04918
8_ROUGE-2,0,0,0
9_ROUGE-2,0.18519,0.09804,0.12821
