runid,recall,precision,f-score
10_ROUGE-2,0.01887,0.02128,0.02
11_ROUGE-2,0.03509,0.04651,0.04
12_ROUGE-2,0,0,0
13_ROUGE-2,0.01724,0.02041,0.01869
14_ROUGE-2,0,0,0
15_ROUGE-2,0.03571,0.04348,0.03921
16_ROUGE-2,0.11111,0.12766,0.11881
17_ROUGE-2,0.07692,0.21739,0.11363
18_ROUGE-2,0.03448,0.06897,0.04598
19_ROUGE-2,0.01695,0.01961,0.01818
1_ROUGE-2,0.01724,0.03125,0.02222
20_ROUGE-2,0.09231,0.10169,0.09677
21_ROUGE-2,0.01613,0.02128,0.01835
22_ROUGE-2,0.03846,0.05405,0.04494
23_ROUGE-2,0.01818,0.03571,0.02409
24_ROUGE-2,0.03125,0.04348,0.03636
25_ROUGE-2,0,0,0
26_ROUGE-2,0.01852,0.03125,0.02326
27_ROUGE-2,0,0,0
28_ROUGE-2,0,0,0
29_ROUGE-2,0.05479,0.12121,0.07547
2_ROUGE-2,0.05769,0.05357,0.05555
30_ROUGE-2,0,0,0
3_ROUGE-2,0,0,0
4_ROUGE-2,0,0,0
5_ROUGE-2,0.01786,0.03333,0.02326
6_ROUGE-2,0.05263,0.07692,0.0625
7_ROUGE-2,0.03774,0.06897,0.04879
8_ROUGE-2,0.04839,0.07143,0.05769
9_ROUGE-2,0.04412,0.05769,0.05
