runid,recall,precision,f-score
10_ROUGE-2,0,0,0
11_ROUGE-2,0.03774,0.09524,0.05406
12_ROUGE-2,0.02817,0.05405,0.03704
13_ROUGE-2,0,0,0
14_ROUGE-2,0,0,0
15_ROUGE-2,0,0,0
16_ROUGE-2,0.11111,0.3,0.16216
17_ROUGE-2,0.01754,0.04348,0.025
18_ROUGE-2,0,0,0
19_ROUGE-2,0.05085,0.07692,0.06123
1_ROUGE-2,0.01667,0.03704,0.02299
20_ROUGE-2,0.01786,0.03333,0.02326
21_ROUGE-2,0,0,0
22_ROUGE-2,0,0,0
23_ROUGE-2,0.01818,0.03704,0.02439
24_ROUGE-2,0,0,0
25_ROUGE-2,0,0,0
26_ROUGE-2,0.01852,0.04545,0.02632
27_ROUGE-2,0,0,0
28_ROUGE-2,0,0,0
29_ROUGE-2,0.04545,0.08333,0.05882
2_ROUGE-2,0.01923,0.04167,0.02632
30_ROUGE-2,0.01695,0.03226,0.02222
3_ROUGE-2,0,0,0
4_ROUGE-2,0,0,0
5_ROUGE-2,0.07018,0.11765,0.08792
6_ROUGE-2,0.06579,0.19231,0.09804
7_ROUGE-2,0,0,0
8_ROUGE-2,0,0,0
9_ROUGE-2,0.04412,0.09677,0.06061
