runid,recall,precision,f-score
10_ROUGE-1,0.17391,0.05882,0.08791
11_ROUGE-1,0.2381,0.06944,0.10752
12_ROUGE-1,0.25,0.0625,0.1
13_ROUGE-1,0.30435,0.07692,0.1228
14_ROUGE-1,0.26667,0.125,0.17021
15_ROUGE-1,0.25,0.22917,0.23913
16_ROUGE-1,0.22222,0.12,0.15584
17_ROUGE-1,0.11111,0.03226,0.05
18_ROUGE-1,0.2,0.06557,0.09876
19_ROUGE-1,0.2,0.15152,0.17242
1_ROUGE-1,0.16393,0.12987,0.14493
20_ROUGE-1,0.32812,0.28767,0.30657
21_ROUGE-1,0.5,0.12195,0.19608
22_ROUGE-1,0.08197,0.06667,0.07353
23_ROUGE-1,0.53333,0.09756,0.16495
24_ROUGE-1,0.2,0.15556,0.175
25_ROUGE-1,0.21739,0.06024,0.09434
26_ROUGE-1,0.2069,0.07407,0.10909
27_ROUGE-1,0.14583,0.10606,0.12281
28_ROUGE-1,0.48387,0.15306,0.23256
29_ROUGE-1,0.37931,0.08594,0.14013
2_ROUGE-1,0.25,0.125,0.16667
30_ROUGE-1,0.13889,0.06667,0.09009
31_ROUGE-1,0.40678,0.1086,0.17143
32_ROUGE-1,0.34483,0.09174,0.14492
33_ROUGE-1,0.32143,0.13043,0.18556
34_ROUGE-1,0.17647,0.21429,0.19355
35_ROUGE-1,0.2,0.17241,0.18518
36_ROUGE-1,0.16,0.1039,0.12599
37_ROUGE-1,0.55882,0.18269,0.27536
38_ROUGE-1,0.18966,0.14865,0.16667
39_ROUGE-1,0.16327,0.11594,0.13559
3_ROUGE-1,0.09756,0.11429,0.10526
40_ROUGE-1,0.18421,0.13725,0.1573
41_ROUGE-1,0.22581,0.19718,0.21053
42_ROUGE-1,0.12308,0.16,0.13913
43_ROUGE-1,0.12941,0.21154,0.16058
44_ROUGE-1,0.04545,0.04545,0.04545
45_ROUGE-1,0.10714,0.05769,0.075
46_ROUGE-1,0.22727,0.07937,0.11765
47_ROUGE-1,0.16667,0.09677,0.12245
48_ROUGE-1,0.25581,0.21154,0.23158
49_ROUGE-1,0.25,0.04494,0.07618
4_ROUGE-1,0.15385,0.07143,0.09756
50_ROUGE-1,0.26667,0.10526,0.15094
51_ROUGE-1,0.17073,0.125,0.14433
52_ROUGE-1,0.125,0.13514,0.12987
53_ROUGE-1,0.32,0.07407,0.1203
54_ROUGE-1,0.27273,0.22059,0.2439
55_ROUGE-1,0.17391,0.0597,0.08889
56_ROUGE-1,0.11111,0.12766,0.11881
57_ROUGE-1,0.16667,0.11111,0.13333
58_ROUGE-1,0.05882,0.0303,0.04
59_ROUGE-1,0.24444,0.13095,0.17054
5_ROUGE-1,0.20455,0.10112,0.13534
6_ROUGE-1,0.19048,0.08,0.11268
7_ROUGE-1,0.38462,0.05376,0.09433
8_ROUGE-1,0.25,0.1039,0.14679
9_ROUGE-1,0.39286,0.25,0.30556
