runid,recall,precision,f-score
10_ROUGE-1,0.13043,0.06667,0.08824
11_ROUGE-1,0.13158,0.11628,0.12346
12_ROUGE-1,0.0625,0.02041,0.03077
13_ROUGE-1,0.21739,0.11905,0.15385
14_ROUGE-1,0.20312,0.15294,0.17449
15_ROUGE-1,0.22727,0.15152,0.18182
16_ROUGE-1,0.38889,0.15217,0.21875
17_ROUGE-1,0.16667,0.05556,0.08334
18_ROUGE-1,0.07273,0.09756,0.08333
19_ROUGE-1,0.14,0.14286,0.14142
1_ROUGE-1,0.19672,0.2449,0.21818
20_ROUGE-1,0.09375,0.2,0.12766
21_ROUGE-1,0.2,0.07407,0.1081
22_ROUGE-1,0.17241,0.13514,0.15152
23_ROUGE-1,0.4,0.08219,0.13636
24_ROUGE-1,0.14286,0.13514,0.13889
25_ROUGE-1,0.17391,0.07273,0.10257
26_ROUGE-1,0.13793,0.08333,0.10389
27_ROUGE-1,0.13953,0.15385,0.14634
28_ROUGE-1,0.35484,0.1375,0.1982
29_ROUGE-1,0.17647,0.09836,0.12632
2_ROUGE-1,0.28125,0.19149,0.22785
30_ROUGE-1,0.09259,0.09259,0.09259
31_ROUGE-1,0.10526,0.03226,0.04938
32_ROUGE-1,0.13793,0.07692,0.09876
33_ROUGE-1,0.07143,0.04082,0.05195
34_ROUGE-1,0.23333,0.17073,0.19718
35_ROUGE-1,0.08,0.11429,0.09412
36_ROUGE-1,0.15789,0.10714,0.12766
37_ROUGE-1,0.35294,0.17143,0.23077
38_ROUGE-1,0.18966,0.21154,0.2
39_ROUGE-1,0.10204,0.13158,0.11494
3_ROUGE-1,0.31818,0.21212,0.25454
40_ROUGE-1,0.54167,0.24074,0.33333
41_ROUGE-1,0.17742,0.21154,0.19298
42_ROUGE-1,0.17391,0.12698,0.14679
43_ROUGE-1,0.05556,0.11111,0.07408
44_ROUGE-1,0.09091,0.09302,0.09195
45_ROUGE-1,0.29545,0.325,0.30952
46_ROUGE-1,0.31818,0.15217,0.20588
47_ROUGE-1,0.25,0.18,0.2093
48_ROUGE-1,0.18182,0.24242,0.20779
49_ROUGE-1,0.1875,0.05085,0.08
4_ROUGE-1,0.28205,0.1746,0.21568
50_ROUGE-1,0.13889,0.13514,0.13699
51_ROUGE-1,0.26829,0.22449,0.24444
52_ROUGE-1,0.07407,0.05714,0.06451
53_ROUGE-1,0.13333,0.02597,0.04347
54_ROUGE-1,0.2,0.14865,0.17054
55_ROUGE-1,0.2,0.12766,0.15584
56_ROUGE-1,0.07407,0.12121,0.09195
57_ROUGE-1,0.16667,0.10256,0.12698
58_ROUGE-1,0.17647,0.17143,0.17391
59_ROUGE-1,0.24444,0.22449,0.23404
5_ROUGE-1,0.05085,0.075,0.06061
6_ROUGE-1,0.10909,0.13636,0.12121
7_ROUGE-1,0.15385,0.03846,0.06154
8_ROUGE-1,0.0625,0.05128,0.05634
9_ROUGE-1,0.32143,0.21429,0.25715
