runid,recall,precision,f-score
10_ROUGE-1,0.08696,0.05128,0.06452
11_ROUGE-1,0.07895,0.075,0.07692
12_ROUGE-1,0.125,0.03774,0.05798
13_ROUGE-1,0.13043,0.08333,0.10169
14_ROUGE-1,0.125,0.1194,0.12214
15_ROUGE-1,0.20455,0.2,0.20225
16_ROUGE-1,0.27778,0.13514,0.18182
17_ROUGE-1,0.16667,0.06,0.08824
18_ROUGE-1,0.35,0.14894,0.20896
19_ROUGE-1,0.12,0.15385,0.13483
1_ROUGE-1,0.22951,0.31111,0.26415
20_ROUGE-1,0.12821,0.13514,0.13158
21_ROUGE-1,0.1,0.05263,0.06896
22_ROUGE-1,0.13793,0.11429,0.125
23_ROUGE-1,0.3,0.06122,0.10169
24_ROUGE-1,0.11429,0.10256,0.10811
25_ROUGE-1,0.08696,0.04348,0.05797
26_ROUGE-1,0.13793,0.06897,0.09196
27_ROUGE-1,0.11628,0.11905,0.11765
28_ROUGE-1,0.3871,0.12121,0.18461
29_ROUGE-1,0.17241,0.14286,0.15625
2_ROUGE-1,0.33333,0.23529,0.27586
30_ROUGE-1,0.08333,0.07143,0.07692
31_ROUGE-1,0.15789,0.04688,0.07229
32_ROUGE-1,0.10345,0.08108,0.09091
33_ROUGE-1,0.14286,0.08,0.10256
34_ROUGE-1,0.3,0.19149,0.23377
35_ROUGE-1,0.11842,0.1875,0.14516
36_ROUGE-1,0.07895,0.08571,0.08219
37_ROUGE-1,0.14706,0.07463,0.09901
38_ROUGE-1,0.17857,0.16129,0.16949
39_ROUGE-1,0.18605,0.17778,0.18182
3_ROUGE-1,0.31818,0.19444,0.24138
40_ROUGE-1,0.29167,0.13462,0.18422
41_ROUGE-1,0.09677,0.09524,0.096
42_ROUGE-1,0.1087,0.09615,0.10204
43_ROUGE-1,0.07059,0.2,0.10435
44_ROUGE-1,0.11364,0.125,0.11905
45_ROUGE-1,0.20455,0.2093,0.2069
46_ROUGE-1,0.31818,0.175,0.22581
47_ROUGE-1,0.25,0.1875,0.21429
48_ROUGE-1,0.13953,0.1875,0.16
49_ROUGE-1,0.1875,0.16071,0.17307
4_ROUGE-1,0.12821,0.125,0.12658
50_ROUGE-1,0.2,0.14286,0.16667
51_ROUGE-1,0.07317,0.11538,0.08955
52_ROUGE-1,0.1,0.09091,0.09524
53_ROUGE-1,0.2,0.0375,0.06316
54_ROUGE-1,0.23636,0.30952,0.26804
55_ROUGE-1,0.06667,0.04762,0.05556
56_ROUGE-1,0.07407,0.11429,0.08989
57_ROUGE-1,0.12903,0.10526,0.11594
58_ROUGE-1,0.20588,0.20588,0.20588
59_ROUGE-1,0.2,0.19149,0.19565
5_ROUGE-1,0.06818,0.08571,0.07595
6_ROUGE-1,0.19048,0.09091,0.12308
7_ROUGE-1,0.07692,0.14706,0.10101
8_ROUGE-1,0.15625,0.14706,0.15152
9_ROUGE-1,0.28571,0.16667,0.21053
