runid,recall,precision,f-score
10_ROUGE-SU*,0.03636,0.00161,0.00308
11_ROUGE-SU*,0.06957,0.00272,0.00524
12_ROUGE-SU*,0.03704,0.00325,0.00598
13_ROUGE-SU*,0.14545,0.0181,0.03219
14_ROUGE-SU*,0.12669,0.00813,0.01528
15_ROUGE-SU*,0.03236,0.01252,0.01805
16_ROUGE-SU*,0.06897,0.01176,0.02009
17_ROUGE-SU*,0.06471,0.00715,0.01288
18_ROUGE-SU*,0.04785,0.00967,0.01609
19_ROUGE-SU*,0.01491,0.01329,0.01405
1_ROUGE-SU*,0.08586,0.02053,0.03314
20_ROUGE-SU*,0.04618,0.04478,0.04547
21_ROUGE-SU*,0.12919,0.0134,0.02428
22_ROUGE-SU*,0.03069,0.0227,0.0261
23_ROUGE-SU*,0.07563,0.00564,0.0105
24_ROUGE-SU*,0.05413,0.02148,0.03076
25_ROUGE-SU*,0.06723,0.00219,0.00424
26_ROUGE-SU*,0.01152,0.00484,0.00682
27_ROUGE-SU*,0.0417,0.01973,0.02679
28_ROUGE-SU*,0.28889,0.01558,0.02957
29_ROUGE-SU*,0.07834,0.01493,0.02508
2_ROUGE-SU*,0.05313,0.01194,0.0195
30_ROUGE-SU*,0.01415,0.00896,0.01097
31_ROUGE-SU*,0.07407,0.00765,0.01387
32_ROUGE-SU*,0.18203,0.01227,0.02299
33_ROUGE-SU*,0.00247,0.00063,0.001
34_ROUGE-SU*,0.09052,0.03431,0.04976
35_ROUGE-SU*,0.00205,0.01481,0.0036
36_ROUGE-SU*,0.01351,0.01351,0.01351
37_ROUGE-SU*,0.11111,0.0094,0.01733
38_ROUGE-SU*,0.04854,0.02627,0.03409
39_ROUGE-SU*,0.04021,0.04021,0.04021
3_ROUGE-SU*,0.06349,0.00746,0.01335
40_ROUGE-SU*,0.11706,0.02047,0.03485
41_ROUGE-SU*,0.04867,0.03519,0.04085
42_ROUGE-SU*,0.00556,0.00185,0.00278
43_ROUGE-SU*,0.01533,0.06838,0.02505
44_ROUGE-SU*,0.02629,0.07429,0.03884
45_ROUGE-SU*,0.01728,0.00776,0.01071
46_ROUGE-SU*,0.06682,0.01395,0.02308
47_ROUGE-SU*,0.04361,0.01486,0.02217
48_ROUGE-SU*,0.109525,0.03709,0.02202
49_ROUGE-SU*,0.144785,0.013675,0.022335
4_ROUGE-SU*,0.1399,0.00643,0.01229
50_ROUGE-SU*,0.093255,0.024485,0.03878
51_ROUGE-SU*,0.055145,0.017915,0.02654
52_ROUGE-SU*,0.022985,0.006605,0.00902
53_ROUGE-SU*,0.05744,0.050985,0.04896
54_ROUGE-SU*,0.061,0.052815,0.05196
55_ROUGE-SU*,0.01852,0.007475,0.00779
56_ROUGE-SU*,0.05286,0.01037,0.013235
57_ROUGE-SU*,0.054355,0.009875,0.01413
58_ROUGE-SU*,0.022225,0.015775,0.018195
59_ROUGE-SU*,0.03675,0.023,0.02829
5_ROUGE-SU*,0.03741,0.01533,0.02175
6_ROUGE-SU*,0.11566,0.04446,0.06423
7_ROUGE-SU*,0.04198,0.02779,0.03344
8_ROUGE-SU*,0.04144,0.02513,0.03129
9_ROUGE-SU*,0.04198,0.02182,0.02871
