runid,recall,precision,f-score
10_ROUGE-SU*,0.02182,0.0042,0.00704
11_ROUGE-SU*,0.00676,0.01152,0.00852
12_ROUGE-SU*,0.03704,0.00463,0.00823
13_ROUGE-SU*,0.05455,0.01832,0.02743
14_ROUGE-SU*,0.03367,0.03586,0.03473
15_ROUGE-SU*,0.01719,0.02556,0.02056
16_ROUGE-SU*,0.1565,0.0267,0.04562
17_ROUGE-SU*,0.02941,0.00842,0.01309
18_ROUGE-SU*,0.2488,0.00358,0.00706
19_ROUGE-SU*,0.00871,0.0098,0.00922
1_ROUGE-SU*,0.03872,0.00953,0.0153
20_ROUGE-SU*,0.04621,0.02339,0.03106
21_ROUGE-SU*,0.02871,0.01293,0.01783
22_ROUGE-SU*,0.03016,0.01362,0.01877
23_ROUGE-SU*,0.04348,0.01257,0.0195
24_ROUGE-SU*,0.01994,0.01797,0.0189
25_ROUGE-SU*,0.02909,0.00604,0.01
26_ROUGE-SU*,0.06221,0.0134,0.02205
27_ROUGE-SU*,0.05277,0.03753,0.04386
28_ROUGE-SU*,0.05657,0.01481,0.02347
29_ROUGE-SU*,0.03226,0.01892,0.02385
2_ROUGE-SU*,0.07021,0.03149,0.04348
30_ROUGE-SU*,0.01504,0.0065,0.00908
31_ROUGE-SU*,0.06878,0.00348,0.00662
32_ROUGE-SU*,0.08986,0.02628,0.04067
33_ROUGE-SU*,0.01975,0.00468,0.00757
34_ROUGE-SU*,0.02544,0.01078,0.01514
35_ROUGE-SU*,0.0102,0.02189,0.01392
36_ROUGE-SU*,0.02355,0.01489,0.01824
37_ROUGE-SU*,0.13985,0.0204,0.03561
38_ROUGE-SU*,0.12281,0.03261,0.05154
39_ROUGE-SU*,0.0328,0.03134,0.03205
3_ROUGE-SU*,0.0084,0.00247,0.00382
40_ROUGE-SU*,0.05017,0.0303,0.03778
41_ROUGE-SU*,0.00273,0.00949,0.00424
42_ROUGE-SU*,0.00463,0.00752,0.00573
43_ROUGE-SU*,0.02256,0.03704,0.02804
44_ROUGE-SU*,0.02224,0.03929,0.0284
45_ROUGE-SU*,0.02646,0.00337,0.00598
46_ROUGE-SU*,0.14683,0.02792,0.04692
47_ROUGE-SU*,0.00902,0.0058,0.00706
48_ROUGE-SU*,0.01416,0.06087,0.02298
49_ROUGE-SU*,0.07407,0.01221,0.02096
4_ROUGE-SU*,0.01669,0.00523,0.00796
50_ROUGE-SU*,0.20259,0.01339,0.02512
51_ROUGE-SU*,0.00979,0.03226,0.01502
52_ROUGE-SU*,0.01465,0.01709,0.01578
53_ROUGE-SU*,0.01681,0.00151,0.00277
54_ROUGE-SU*,0.04058,0.02273,0.02914
55_ROUGE-SU*,0.0431,0.03008,0.03543
56_ROUGE-SU*,0.03437,0.0434,0.03836
57_ROUGE-SU*,0.02128,0.01281,0.01599
58_ROUGE-SU*,0.02567,0.06689,0.0371
59_ROUGE-SU*,0.01257,0.01757,0.01466
5_ROUGE-SU*,0.05763,0.07317,0.06448
6_ROUGE-SU*,0.07391,0.01799,0.02894
7_ROUGE-SU*,0.05556,0.00248,0.00475
8_ROUGE-SU*,0.04175,0.0166,0.02375
9_ROUGE-SU*,0.16543,0.05474,0.08226
