runid,recall,precision,f-score
10_ROUGE-1,0.30435,0.13462,0.18667
11_ROUGE-1,0.26316,0.2,0.22727
12_ROUGE-1,0,0,0
13_ROUGE-1,0.17391,0.12121,0.14285
14_ROUGE-1,0.1875,0.16667,0.17647
15_ROUGE-1,0.13636,0.13333,0.13483
16_ROUGE-1,0.11111,0.05263,0.07143
17_ROUGE-1,0.16667,0.075,0.10345
18_ROUGE-1,0.15,0.07692,0.10169
19_ROUGE-1,0.12,0.125,0.12245
1_ROUGE-1,0.20588,0.13208,0.16092
20_ROUGE-1,0.125,0.19048,0.15094
21_ROUGE-1,0.35,0.14894,0.20896
22_ROUGE-1,0.12069,0.09211,0.10448
23_ROUGE-1,0.26667,0.09302,0.13793
24_ROUGE-1,0.11429,0.11765,0.11595
25_ROUGE-1,0.13043,0.05769,0.08
26_ROUGE-1,0.06897,0.0625,0.06558
27_ROUGE-1,0.11628,0.11628,0.11628
28_ROUGE-1,0.32258,0.14925,0.20408
29_ROUGE-1,0.25,0.07143,0.11111
2_ROUGE-1,0.40625,0.22414,0.28889
30_ROUGE-1,0.11111,0.13333,0.12121
31_ROUGE-1,0.10526,0.0339,0.05128
32_ROUGE-1,0.13636,0.12766,0.13187
33_ROUGE-1,0.25,0.17073,0.2029
34_ROUGE-1,0.3,0.21429,0.25
35_ROUGE-1,0.06579,0.2,0.09901
36_ROUGE-1,0.08,0.08889,0.08421
37_ROUGE-1,0.17647,0.08571,0.11538
38_ROUGE-1,0.08929,0.12195,0.1031
39_ROUGE-1,0.22449,0.21569,0.22
3_ROUGE-1,0.22727,0.15625,0.18518
40_ROUGE-1,0.375,0.2,0.26087
41_ROUGE-1,0.17742,0.22,0.19643
42_ROUGE-1,0.15217,0.14894,0.15054
43_ROUGE-1,0.08333,0.12,0.09836
44_ROUGE-1,0.09091,0.12121,0.1039
45_ROUGE-1,0.22727,0.28571,0.25316
46_ROUGE-1,0.22727,0.12821,0.16394
47_ROUGE-1,0.13889,0.12821,0.13334
48_ROUGE-1,0.06977,0.13043,0.09091
49_ROUGE-1,0.16667,0.15385,0.16
4_ROUGE-1,0.17143,0.11111,0.13483
50_ROUGE-1,0.13333,0.10256,0.11594
51_ROUGE-1,0.0566,0.09091,0.06976
52_ROUGE-1,0.05,0.04545,0.04762
53_ROUGE-1,0.2,0.07692,0.11111
54_ROUGE-1,0.29091,0.2963,0.29358
55_ROUGE-1,0.21739,0.1087,0.14493
56_ROUGE-1,0.05556,0.09091,0.06897
57_ROUGE-1,0.08333,0.08,0.08163
58_ROUGE-1,0.11765,0.13793,0.12699
59_ROUGE-1,0.17778,0.18182,0.17978
5_ROUGE-1,0.0339,0.06897,0.04546
6_ROUGE-1,0.28571,0.125,0.17391
7_ROUGE-1,0.10769,0.15909,0.12844
8_ROUGE-1,0.1875,0.18182,0.18462
9_ROUGE-1,0.32143,0.36,0.33962
