runid,recall,precision,f-score
10_ROUGE-SU*,0.01091,0.0029,0.00458
11_ROUGE-SU*,0.01486,0.01164,0.01305
12_ROUGE-SU*,0.00741,0.00082,0.00148
13_ROUGE-SU*,0.04727,0.01441,0.02209
14_ROUGE-SU*,0.02694,0.01533,0.01954
15_ROUGE-SU*,0.03741,0.01674,0.02313
16_ROUGE-SU*,0.15294,0.02407,0.04159
17_ROUGE-SU*,0.02941,0.00337,0.00605
18_ROUGE-SU*,0.0065,0.01163,0.00834
19_ROUGE-SU*,0.01805,0.01879,0.01841
1_ROUGE-SU*,0.02116,0.03268,0.02569
20_ROUGE-SU*,0.01058,0.04741,0.0173
21_ROUGE-SU*,0.04306,0.00606,0.01062
22_ROUGE-SU*,0.01693,0.01154,0.01372
23_ROUGE-SU*,0.15966,0.00704,0.01349
24_ROUGE-SU*,0.02067,0.01852,0.01954
25_ROUGE-SU*,0.02909,0.0052,0.00882
26_ROUGE-SU*,0.02074,0.00766,0.01119
27_ROUGE-SU*,0.0127,0.0154,0.01392
28_ROUGE-SU*,0.09697,0.01482,0.02571
29_ROUGE-SU*,0.03367,0.01058,0.0161
2_ROUGE-SU*,0.05693,0.02662,0.03628
30_ROUGE-SU*,0.00902,0.00404,0.00558
31_ROUGE-SU*,0.01587,0.00154,0.00281
32_ROUGE-SU*,0.02304,0.00726,0.01104
33_ROUGE-SU*,0.00494,0.00163,0.00245
34_ROUGE-SU*,0.04741,0.02558,0.03323
35_ROUGE-SU*,0.00628,0.01272,0.00841
36_ROUGE-SU*,0.01622,0.00752,0.01028
37_ROUGE-SU*,0.11448,0.02738,0.04419
38_ROUGE-SU*,0.03392,0.04212,0.03758
39_ROUGE-SU*,0.01062,0.01757,0.01324
3_ROUGE-SU*,0.07143,0.03214,0.04433
40_ROUGE-SU*,0.29097,0.05863,0.09759
41_ROUGE-SU*,0.02818,0.03994,0.03304
42_ROUGE-SU*,0.0213,0.01141,0.01486
43_ROUGE-SU*,0.00301,0.01176,0.00479
44_ROUGE-SU*,0.00708,0.00741,0.00724
45_ROUGE-SU*,0.07381,0.08913,0.08075
46_ROUGE-SU*,0.06349,0.01481,0.02402
47_ROUGE-SU*,0.05113,0.02669,0.03507
48_ROUGE-SU*,0.03134,0.05536,0.04002
49_ROUGE-SU*,0.02963,0.00226,0.0042
4_ROUGE-SU*,0.06033,0.02333,0.03365
50_ROUGE-SU*,0.01078,0.00712,0.00858
51_ROUGE-SU*,0.05698,0.04003,0.04702
52_ROUGE-SU*,0.00531,0.00318,0.00398
53_ROUGE-SU*,0.02521,0.001,0.00192
54_ROUGE-SU*,0.03249,0.01802,0.02318
55_ROUGE-SU*,0.0431,0.01775,0.02514
56_ROUGE-SU*,0.00606,0.01607,0.0088
57_ROUGE-SU*,0.02043,0.00779,0.01128
58_ROUGE-SU*,0.03199,0.03021,0.03107
59_ROUGE-SU*,0.02515,0.02124,0.02303
5_ROUGE-SU*,0.00202,0.00244,0.00221
6_ROUGE-SU*,0.01304,0.00303,0.00492
7_ROUGE-SU*,0.03333,0.00218,0.00409
8_ROUGE-SU*,0.00268,0.01669,0.00462
9_ROUGE-SU*,0.1037,0.04656,0.06427
