runid,recall,precision,f-score
10_ROUGE-SU*,0.02182,0.00317,0.00554
11_ROUGE-SU*,0.01486,0.00666,0.0092
12_ROUGE-SU*,0.02369,0.01884,0.02099
13_ROUGE-SU*,0.14182,0.00701,0.01336
14_ROUGE-SU*,0.04642,0.00619,0.01092
15_ROUGE-SU*,0.0637,0.01299,0.02158
16_ROUGE-SU*,0.08235,0.00791,0.01443
17_ROUGE-SU*,0.07059,0.00321,0.00614
18_ROUGE-SU*,0.13397,0.01066,0.01975
19_ROUGE-SU*,0.01743,0.0254,0.02067
1_ROUGE-SU*,0.06138,0.02209,0.03249
20_ROUGE-SU*,0.0784,0.0638,0.07035
21_ROUGE-SU*,0.07177,0.01331,0.02246
22_ROUGE-SU*,0.02116,0.01121,0.01466
23_ROUGE-SU*,0.21008,0.00735,0.0142
24_ROUGE-SU*,0.01272,0.00774,0.00962
25_ROUGE-SU*,0.10084,0.00238,0.00465
26_ROUGE-SU*,0.01027,0.00741,0.00861
27_ROUGE-SU*,0.01872,0.01952,0.01911
28_ROUGE-SU*,0.08485,0.01436,0.02456
29_ROUGE-SU*,0.12987,0.0018,0.00355
2_ROUGE-SU*,0.09023,0.01764,0.02951
30_ROUGE-SU*,0.03008,0.01211,0.01727
31_ROUGE-SU*,0.03704,0.00347,0.00635
32_ROUGE-SU*,0.02074,0.00735,0.01085
33_ROUGE-SU*,0.02222,0.0087,0.0125
34_ROUGE-SU*,0.05246,0.02397,0.03291
35_ROUGE-SU*,0.00549,0.01178,0.00749
36_ROUGE-SU*,0.04054,0.01279,0.01945
37_ROUGE-SU*,0.06902,0.01561,0.02546
38_ROUGE-SU*,0.03918,0.03432,0.03659
39_ROUGE-SU*,0.01389,0.00684,0.00917
3_ROUGE-SU*,0.03968,0.0202,0.02677
40_ROUGE-SU*,0.02568,0.0232,0.02438
41_ROUGE-SU*,0.03062,0.01773,0.02246
42_ROUGE-SU*,0.01019,0.00769,0.00877
43_ROUGE-SU*,0.01615,0.05966,0.02542
44_ROUGE-SU*,0.00607,0.00511,0.00555
45_ROUGE-SU*,0.07381,0.03206,0.0447
46_ROUGE-SU*,0.07937,0.02022,0.03223
47_ROUGE-SU*,0.0748,0.05822,0.06548
48_ROUGE-SU*,0.09606,0.10532,0.10048
49_ROUGE-SU*,0.06553,0.03945,0.04925
4_ROUGE-SU*,0.10493,0.00669,0.01258
50_ROUGE-SU*,0.15302,0.02139,0.03753
51_ROUGE-SU*,0.0407,0.02859,0.03359
52_ROUGE-SU*,0.01587,0.01441,0.0151
53_ROUGE-SU*,0.04202,0.0009,0.00176
54_ROUGE-SU*,0.06498,0.0627,0.06382
55_ROUGE-SU*,0.02802,0.00711,0.01134
56_ROUGE-SU*,0.04717,0.03704,0.0415
57_ROUGE-SU*,0.11919,0.0141,0.02522
58_ROUGE-SU*,0.04545,0.01634,0.02404
59_ROUGE-SU*,0.01257,0.01376,0.01314
5_ROUGE-SU*,0.0182,0.02093,0.01947
6_ROUGE-SU*,0.01739,0.00404,0.00656
7_ROUGE-SU*,0.04804,0.03713,0.04189
8_ROUGE-SU*,0.04744,0.00833,0.01417
9_ROUGE-SU*,0.1284,0.08754,0.1041
