runid,recall,precision,f-score
10_ROUGE-SU*,0.00364,0.00135,0.00197
11_ROUGE-SU*,0.0087,0.00233,0.00368
12_ROUGE-SU*,0.01961,0.01453,0.01669
13_ROUGE-SU*,0.03273,0.01047,0.01586
14_ROUGE-SU*,0.0202,0.01026,0.01361
15_ROUGE-SU*,0.02932,0.01755,0.02196
16_ROUGE-SU*,0.0557,0.01648,0.02543
17_ROUGE-SU*,0.02941,0.00712,0.01146
18_ROUGE-SU*,0.07177,0.00877,0.01563
19_ROUGE-SU*,0.0029,0.01455,0.00484
1_ROUGE-SU*,0.1229,0.02432,0.0406
20_ROUGE-SU*,0.02824,0.02037,0.02367
21_ROUGE-SU*,0.16268,0.03953,0.0636
22_ROUGE-SU*,0.02275,0.01946,0.02098
23_ROUGE-SU*,0.05556,0.00926,0.01587
24_ROUGE-SU*,0.01282,0.01431,0.01352
25_ROUGE-SU*,0.0084,0.00067,0.00124
26_ROUGE-SU*,0.06452,0.0139,0.02287
27_ROUGE-SU*,0.03064,0.03482,0.0326
28_ROUGE-SU*,0.05657,0.01481,0.02347
29_ROUGE-SU*,0.06494,0.00554,0.01021
2_ROUGE-SU*,0,0,0
30_ROUGE-SU*,0.01617,0.02321,0.01906
31_ROUGE-SU*,0.08466,0.00143,0.00281
32_ROUGE-SU*,0.06912,0.02451,0.03619
33_ROUGE-SU*,0.02222,0.00258,0.00462
34_ROUGE-SU*,0.01431,0.0087,0.01082
35_ROUGE-SU*,0.00942,0.0202,0.01285
36_ROUGE-SU*,0.00946,0.00326,0.00485
37_ROUGE-SU*,0.10526,0.02985,0.04651
38_ROUGE-SU*,0.05497,0.03784,0.04482
39_ROUGE-SU*,0.04762,0.04352,0.04548
3_ROUGE-SU*,0.01681,0.00794,0.01079
40_ROUGE-SU*,0.02568,0.03199,0.02849
41_ROUGE-SU*,0.01486,0.02685,0.01913
42_ROUGE-SU*,0.02963,0.0175,0.022
43_ROUGE-SU*,0.01203,0.00484,0.0069
44_ROUGE-SU*,0.0091,0.0091,0.0091
45_ROUGE-SU*,0.01112,0.0083,0.00951
46_ROUGE-SU*,0.02381,0.00855,0.01258
47_ROUGE-SU*,0.01961,0.02611,0.0224
48_ROUGE-SU*,0.01517,0.06522,0.02461
49_ROUGE-SU*,0.04444,0.00532,0.0095
4_ROUGE-SU*,0.05392,0.008,0.01393
50_ROUGE-SU*,0.05172,0.01811,0.02683
51_ROUGE-SU*,0.01469,0.02442,0.01834
52_ROUGE-SU*,0.01465,0.01709,0.01578
53_ROUGE-SU*,0.01543,0.0035,0.00571
54_ROUGE-SU*,0.02989,0.031,0.03043
55_ROUGE-SU*,0.04095,0.03021,0.03477
56_ROUGE-SU*,0.00706,0.01708,0.00999
57_ROUGE-SU*,0.01277,0.01587,0.01415
58_ROUGE-SU*,0.03594,0.07427,0.04844
59_ROUGE-SU*,0.00967,0.00817,0.00886
5_ROUGE-SU*,0.02528,0.00653,0.01038
6_ROUGE-SU*,0.0104,0.01693,0.01288
7_ROUGE-SU*,0.0028,0.0077,0.00411
8_ROUGE-SU*,0.00784,0.03675,0.01292
9_ROUGE-SU*,0.20494,0.11216,0.14498
