runid,recall,precision,f-score
10_ROUGE-SU*,0.02545,0.00299,0.00535
11_ROUGE-SU*,0.05652,0.00495,0.0091
12_ROUGE-SU*,0.05926,0.00385,0.00723
13_ROUGE-SU*,0.10182,0.00669,0.01256
14_ROUGE-SU*,0.06383,0.01418,0.0232
15_ROUGE-SU*,0.04044,0.03404,0.03697
16_ROUGE-SU*,0.04509,0.01334,0.02059
17_ROUGE-SU*,0.01176,0.00102,0.00188
18_ROUGE-SU*,0.05263,0.00582,0.01048
19_ROUGE-SU*,0.03061,0.01765,0.02239
1_ROUGE-SU*,0.02328,0.01466,0.01799
20_ROUGE-SU*,0.07648,0.05889,0.06654
21_ROUGE-SU*,0.18182,0.01117,0.02105
22_ROUGE-SU*,0.00741,0.00491,0.00591
23_ROUGE-SU*,0.28571,0.00999,0.0193
24_ROUGE-SU*,0.03816,0.02321,0.02886
25_ROUGE-SU*,0.04364,0.00344,0.00638
26_ROUGE-SU*,0.04378,0.00572,0.01012
27_ROUGE-SU*,0.02298,0.01222,0.01596
28_ROUGE-SU*,0.13131,0.0134,0.02432
29_ROUGE-SU*,0.12673,0.00666,0.01265
2_ROUGE-SU*,0.03795,0.00962,0.01535
30_ROUGE-SU*,0.01805,0.00421,0.00683
31_ROUGE-SU*,0.12832,0.00925,0.01726
32_ROUGE-SU*,0.1106,0.00801,0.01494
33_ROUGE-SU*,0.06667,0.01118,0.01915
34_ROUGE-SU*,0.03396,0.04989,0.04041
35_ROUGE-SU*,0.03297,0.02456,0.02815
36_ROUGE-SU*,0.02838,0.007,0.01123
37_ROUGE-SU*,0.1835,0.01997,0.03602
38_ROUGE-SU*,0.02884,0.01658,0.02106
39_ROUGE-SU*,0.02451,0.01243,0.01649
3_ROUGE-SU*,0.01163,0.0159,0.01343
40_ROUGE-SU*,0.03243,0.01811,0.02324
41_ROUGE-SU*,0.03535,0.02701,0.03062
42_ROUGE-SU*,0.00746,0.01256,0.00936
43_ROUGE-SU*,0.01095,0.02905,0.0159
44_ROUGE-SU*,0.00303,0.00303,0.00303
45_ROUGE-SU*,0.01481,0.00436,0.00674
46_ROUGE-SU*,0.04365,0.00546,0.00971
47_ROUGE-SU*,0.01955,0.00666,0.00994
48_ROUGE-SU*,0.04868,0.03341,0.03962
49_ROUGE-SU*,0.05185,0.00175,0.00339
4_ROUGE-SU*,0.02696,0.00588,0.00965
50_ROUGE-SU*,0.06681,0.0106,0.0183
51_ROUGE-SU*,0.03256,0.01755,0.02281
52_ROUGE-SU*,0.00977,0.0114,0.01052
53_ROUGE-SU*,0.08642,0.00476,0.00902
54_ROUGE-SU*,0.03899,0.02559,0.0309
55_ROUGE-SU*,0.03636,0.00439,0.00783
56_ROUGE-SU*,0.00943,0.01242,0.01072
57_ROUGE-SU*,0.0202,0.00381,0.00641
58_ROUGE-SU*,0.00337,0.0009,0.00142
59_ROUGE-SU*,0.04932,0.01429,0.02216
5_ROUGE-SU*,0.03943,0.00974,0.01562
6_ROUGE-SU*,0.04348,0.00785,0.0133
7_ROUGE-SU*,0.07778,0.0016,0.00314
8_ROUGE-SU*,0.05693,0.00999,0.017
9_ROUGE-SU*,0.15062,0.06168,0.08752
