runid,recall,precision,f-score
10_ROUGE-2,0,0,0
11_ROUGE-2,0,0,0
12_ROUGE-2,0.02083,0.02439,0.02247
13_ROUGE-2,0.04545,0.03571,0.04
14_ROUGE-2,0,0,0
15_ROUGE-2,0.04651,0.05,0.04819
16_ROUGE-2,0.03846,0.02703,0.03175
17_ROUGE-2,0,0,0
18_ROUGE-2,0.05263,0.08333,0.06451
19_ROUGE-2,0,0,0
1_ROUGE-2,0.03333,0.03922,0.03604
20_ROUGE-2,0.09524,0.16216,0.12
21_ROUGE-2,0.10526,0.0625,0.07843
22_ROUGE-2,0,0,0
23_ROUGE-2,0.04348,0.0303,0.03571
24_ROUGE-2,0,0,0
25_ROUGE-2,0,0,0
26_ROUGE-2,0,0,0
27_ROUGE-2,0.04762,0.05714,0.05195
28_ROUGE-2,0.1,0.05263,0.06896
29_ROUGE-2,0,0,0
2_ROUGE-2,0.08571,0.07317,0.07895
30_ROUGE-2,0,0,0
31_ROUGE-2,0,0,0
32_ROUGE-2,0,0,0
33_ROUGE-2,0,0,0
34_ROUGE-2,0.06897,0.08696,0.07693
35_ROUGE-2,0,0,0
36_ROUGE-2,0,0,0
37_ROUGE-2,0.0303,0.01587,0.02083
38_ROUGE-2,0,0,0
39_ROUGE-2,0,0,0
3_ROUGE-2,0.07143,0.06667,0.06897
40_ROUGE-2,0.05405,0.04545,0.04938
41_ROUGE-2,0.01695,0.02703,0.02083
42_ROUGE-2,0,0,0
43_ROUGE-2,0,0,0
44_ROUGE-2,0,0,0
45_ROUGE-2,0.06977,0.09677,0.08108
46_ROUGE-2,0,0,0
47_ROUGE-2,0,0,0
48_ROUGE-2,0,0,0
49_ROUGE-2,0,0,0
4_ROUGE-2,0.05263,0.04762,0.05
50_ROUGE-2,0,0,0
51_ROUGE-2,0,0,0
52_ROUGE-2,0,0,0
53_ROUGE-2,0,0,0
54_ROUGE-2,0,0,0
55_ROUGE-2,0,0,0
56_ROUGE-2,0,0,0
57_ROUGE-2,0,0,0
58_ROUGE-2,0.0303,0.04167,0.03509
59_ROUGE-2,0.04545,0.05714,0.05063
5_ROUGE-2,0,0,0
6_ROUGE-2,0.05,0.03333,0.04
7_ROUGE-2,0.0625,0.04878,0.05479
8_ROUGE-2,0,0,0
9_ROUGE-2,0.03704,0.05556,0.04445
