runid,recall,precision,f-score
10_ROUGE-2,0,0,0
11_ROUGE-2,0.02703,0.01587,0.02
12_ROUGE-2,0,0,0
13_ROUGE-2,0.09091,0.02778,0.04256
14_ROUGE-2,0.01587,0.01538,0.01562
15_ROUGE-2,0.06977,0.03659,0.048
16_ROUGE-2,0,0,0
17_ROUGE-2,0,0,0
18_ROUGE-2,0.05263,0.01562,0.02409
19_ROUGE-2,0,0,0
1_ROUGE-2,0,0,0
20_ROUGE-2,0.03175,0.02778,0.02963
21_ROUGE-2,0.15789,0.04918,0.075
22_ROUGE-2,0.01667,0.01449,0.0155
23_ROUGE-2,0.07143,0.02222,0.0339
24_ROUGE-2,0.02941,0.02439,0.02667
25_ROUGE-2,0.07143,0.01333,0.02247
26_ROUGE-2,0.02632,0.01538,0.01941
27_ROUGE-2,0.02381,0.01695,0.0198
28_ROUGE-2,0.2,0.06522,0.09836
29_ROUGE-2,0,0,0
2_ROUGE-2,0.19355,0.09375,0.12632
30_ROUGE-2,0.05714,0.03571,0.04395
31_ROUGE-2,0.01724,0.01818,0.0177
32_ROUGE-2,0.02326,0.01064,0.0146
33_ROUGE-2,0,0,0
34_ROUGE-2,0.06897,0.03509,0.04651
35_ROUGE-2,0.02041,0.02041,0.02041
36_ROUGE-2,0,0,0
37_ROUGE-2,0.06061,0.01961,0.02963
38_ROUGE-2,0.03636,0.0303,0.03305
39_ROUGE-2,0.04762,0.03774,0.04211
3_ROUGE-2,0.025,0.03448,0.02898
40_ROUGE-2,0.04348,0.01562,0.02298
41_ROUGE-2,0.01639,0.01408,0.01515
42_ROUGE-2,0.04444,0.03571,0.0396
43_ROUGE-2,0,0,0
44_ROUGE-2,0.02326,0.02222,0.02273
45_ROUGE-2,0.03704,0.01818,0.02439
46_ROUGE-2,0,0,0
47_ROUGE-2,0,0,0
48_ROUGE-2,0.02381,0.00787,0.01183
49_ROUGE-2,0,0,0
4_ROUGE-2,0,0,0
50_ROUGE-2,0.03448,0.01667,0.02247
51_ROUGE-2,0.05,0.03333,0.04
52_ROUGE-2,0,0,0
53_ROUGE-2,0,0,0
54_ROUGE-2,0.05556,0.04,0.04651
55_ROUGE-2,0,0,0
56_ROUGE-2,0,0,0
57_ROUGE-2,0,0,0
58_ROUGE-2,0.02632,0.03333,0.02941
59_ROUGE-2,0.02273,0.01754,0.0198
5_ROUGE-2,0.01724,0.00917,0.01197
6_ROUGE-2,0.05556,0.06667,0.06061
7_ROUGE-2,0.09375,0.0625,0.075
8_ROUGE-2,0.01031,0.01149,0.01087
9_ROUGE-2,0.14815,0.07407,0.09876
