runid,recall,precision,f-score
10_ROUGE-SU*,0.06182,0.01574,0.02509
11_ROUGE-SU*,0.0087,0.00404,0.00552
12_ROUGE-SU*,0.01481,0.0013,0.00239
13_ROUGE-SU*,0.05455,0.00621,0.01115
14_ROUGE-SU*,0.01741,0.01053,0.01312
15_ROUGE-SU*,0.00769,0.01164,0.00926
16_ROUGE-SU*,0.1,0.00552,0.01046
17_ROUGE-SU*,0.01765,0.00427,0.00688
18_ROUGE-SU*,0.04306,0.01431,0.02148
19_ROUGE-SU*,0.00581,0.01616,0.00855
1_ROUGE-SU*,0.02357,0.01099,0.01499
20_ROUGE-SU*,0.04858,0.08252,0.06116
21_ROUGE-SU*,0.04306,0.01155,0.01821
22_ROUGE-SU*,0.0291,0.0291,0.0291
23_ROUGE-SU*,0.12605,0.01663,0.02938
24_ROUGE-SU*,0.01425,0.02304,0.01761
25_ROUGE-SU*,0.00727,0.00185,0.00295
26_ROUGE-SU*,0.053,0.00876,0.01503
27_ROUGE-SU*,0.02468,0.02369,0.02417
28_ROUGE-SU*,0.02027,0.01177,0.01489
29_ROUGE-SU*,0.02597,0.00193,0.00359
2_ROUGE-SU*,0.02087,0.01279,0.01586
30_ROUGE-SU*,0.00606,0.01155,0.00795
31_ROUGE-SU*,0.04762,0.00461,0.00841
32_ROUGE-SU*,0.0576,0.01748,0.02682
33_ROUGE-SU*,0.01481,0.00376,0.006
34_ROUGE-SU*,0.03448,0.0186,0.02416
35_ROUGE-SU*,0.00444,0.01955,0.00724
36_ROUGE-SU*,0.01216,0.00766,0.0094
37_ROUGE-SU*,0.12331,0.03397,0.05327
38_ROUGE-SU*,0.01066,0.01574,0.01271
39_ROUGE-SU*,0.03676,0.05233,0.04318
3_ROUGE-SU*,0.01984,0.01429,0.01661
40_ROUGE-SU*,0.04324,0.02415,0.03099
41_ROUGE-SU*,0.02254,0.04449,0.02992
42_ROUGE-SU*,0.01632,0.03241,0.02171
43_ROUGE-SU*,0.00451,0.02222,0.0075
44_ROUGE-SU*,0.0273,0.02396,0.02552
45_ROUGE-SU*,0.04198,0.03036,0.03524
46_ROUGE-SU*,0.02535,0.00799,0.01215
47_ROUGE-SU*,0.02256,0.01451,0.01766
48_ROUGE-SU*,0.02831,0.02831,0.02831
49_ROUGE-SU*,0.05926,0.00351,0.00663
4_ROUGE-SU*,0.01431,0.00998,0.01176
50_ROUGE-SU*,0.09483,0.02328,0.03738
51_ROUGE-SU*,0.03636,0.03925,0.03775
52_ROUGE-SU*,0.00796,0.00505,0.00618
53_ROUGE-SU*,0,0,0
54_ROUGE-SU*,0.01586,0.02132,0.01819
55_ROUGE-SU*,0.02182,0.01212,0.01558
56_ROUGE-SU*,0.01752,0.03704,0.02379
57_ROUGE-SU*,0.03636,0.00791,0.01299
58_ROUGE-SU*,0.00642,0.01152,0.00825
59_ROUGE-SU*,0.00175,0.00606,0.00272
5_ROUGE-SU*,0.01639,0.03069,0.02137
6_ROUGE-SU*,0.02174,0.01818,0.0198
7_ROUGE-SU*,0.01959,0.02222,0.02082
8_ROUGE-SU*,0.01898,0.00967,0.01281
9_ROUGE-SU*,0.24691,0.15038,0.18692
