runid,recall,precision,f-score
10_ROUGE-2,0,0,0
11_ROUGE-2,0.05263,0.1,0.06896
12_ROUGE-2,0,0,0
13_ROUGE-2,0,0,0
14_ROUGE-2,0.01587,0.05882,0.025
15_ROUGE-2,0,0,0
16_ROUGE-2,0.01961,0.07692,0.03125
17_ROUGE-2,0,0,0
18_ROUGE-2,0,0,0
19_ROUGE-2,0,0,0
1_ROUGE-2,0,0,0
20_ROUGE-2,0.06154,0.16,0.08889
21_ROUGE-2,0,0,0
22_ROUGE-2,0,0,0
23_ROUGE-2,0.01818,0.04762,0.02631
24_ROUGE-2,0.01667,0.05556,0.02565
25_ROUGE-2,0,0,0
26_ROUGE-2,0.07353,0.22727,0.11111
27_ROUGE-2,0,0,0
28_ROUGE-2,0,0,0
29_ROUGE-2,0.0303,0.08,0.04395
2_ROUGE-2,0,0,0
30_ROUGE-2,0.0339,0.09524,0.05
3_ROUGE-2,0.01515,0.05,0.02325
4_ROUGE-2,0,0,0
5_ROUGE-2,0,0,0
6_ROUGE-2,0.06579,0.21739,0.10101
7_ROUGE-2,0.03448,0.06897,0.04598
8_ROUGE-2,0.03226,0.1,0.04878
9_ROUGE-2,0.08824,0.25,0.13044
