runid,recall,precision,f-score
10_ROUGE-SU*,0.11636,0.02512,0.04132
11_ROUGE-SU*,0.04348,0.01109,0.01767
12_ROUGE-SU*,0.01144,0.01057,0.01099
13_ROUGE-SU*,0.04727,0.01441,0.02209
14_ROUGE-SU*,0.02597,0.04791,0.03368
15_ROUGE-SU*,0.01538,0.03929,0.02211
16_ROUGE-SU*,0.0557,0.02328,0.03284
17_ROUGE-SU*,0.01765,0.0017,0.0031
18_ROUGE-SU*,0.07656,0.03687,0.04977
19_ROUGE-SU*,0.00944,0.02067,0.01296
1_ROUGE-SU*,0.03872,0.02041,0.02673
20_ROUGE-SU*,0.06804,0.0433,0.05292
21_ROUGE-SU*,0.19617,0.02977,0.05169
22_ROUGE-SU*,0.03598,0.03977,0.03778
23_ROUGE-SU*,0.14815,0.01347,0.02469
24_ROUGE-SU*,0.01852,0.02802,0.0223
25_ROUGE-SU*,0.05042,0.00556,0.01002
26_ROUGE-SU*,0.01412,0.01486,0.01448
27_ROUGE-SU*,0.02116,0.01399,0.01684
28_ROUGE-SU*,0.05455,0.01579,0.02449
29_ROUGE-SU*,0.05991,0.02407,0.03434
2_ROUGE-SU*,0.06262,0.02308,0.03373
30_ROUGE-SU*,0.00451,0.02521,0.00765
31_ROUGE-SU*,0.01283,0.01508,0.01386
32_ROUGE-SU*,0.03134,0.05882,0.04089
33_ROUGE-SU*,0.01481,0.00902,0.01121
34_ROUGE-SU*,0.09062,0.05058,0.06492
35_ROUGE-SU*,0.00863,0.0582,0.01503
36_ROUGE-SU*,0.00135,0.00179,0.00154
37_ROUGE-SU*,0.08081,0.00879,0.01586
38_ROUGE-SU*,0.04327,0.04046,0.04182
39_ROUGE-SU*,0.02751,0.07429,0.04015
3_ROUGE-SU*,0.02521,0.02885,0.02691
40_ROUGE-SU*,0.09699,0.02276,0.03687
41_ROUGE-SU*,0.01312,0.03081,0.0184
42_ROUGE-SU*,0.00278,0.00333,0.00303
43_ROUGE-SU*,0.01203,0.02469,0.01618
44_ROUGE-SU*,0.0182,0.04147,0.0253
45_ROUGE-SU*,0.02528,0.02646,0.02586
46_ROUGE-SU*,0.04839,0.0557,0.05179
47_ROUGE-SU*,0.05113,0.03438,0.04111
48_ROUGE-SU*,0.0091,0.04306,0.01502
49_ROUGE-SU*,0.00741,0.00097,0.00172
4_ROUGE-SU*,0.0154,0.01709,0.0162
50_ROUGE-SU*,0.07543,0.04274,0.05456
51_ROUGE-SU*,0.00559,0.0114,0.0075
52_ROUGE-SU*,0.02198,0.0182,0.01991
53_ROUGE-SU*,0.04202,0.00265,0.00499
54_ROUGE-SU*,0.08122,0.09078,0.08573
55_ROUGE-SU*,0.07273,0.02022,0.03164
56_ROUGE-SU*,0.00942,0.02424,0.01357
57_ROUGE-SU*,0.01362,0.01162,0.01254
58_ROUGE-SU*,0.02054,0.11852,0.03501
59_ROUGE-SU*,0.00774,0.05263,0.0135
5_ROUGE-SU*,0.01416,0.01709,0.01549
6_ROUGE-SU*,0.04348,0.01109,0.01767
7_ROUGE-SU*,0.01446,0.05536,0.02293
8_ROUGE-SU*,0.01139,0.00511,0.00705
9_ROUGE-SU*,0.12346,0.10101,0.11111
