runid,recall,precision,f-score
10_ROUGE-2,0,0,0
11_ROUGE-2,0.02083,0.05882,0.03077
12_ROUGE-2,0.02,0.05,0.02857
13_ROUGE-2,0,0,0
14_ROUGE-2,0,0,0
15_ROUGE-2,0,0,0
16_ROUGE-2,0,0,0
17_ROUGE-2,0,0,0
18_ROUGE-2,0,0,0
19_ROUGE-2,0.01695,0.04,0.02381
1_ROUGE-2,0,0,0
20_ROUGE-2,0.09231,0.24,0.13334
21_ROUGE-2,0,0,0
22_ROUGE-2,0,0,0
23_ROUGE-2,0,0,0
24_ROUGE-2,0,0,0
25_ROUGE-2,0,0,0
26_ROUGE-2,0,0,0
27_ROUGE-2,0,0,0
28_ROUGE-2,0,0,0
29_ROUGE-2,0,0,0
2_ROUGE-2,0.01923,0.09091,0.03175
30_ROUGE-2,0.08929,0.3125,0.13889
3_ROUGE-2,0.01667,0.06667,0.02667
4_ROUGE-2,0,0,0
5_ROUGE-2,0.01786,0.07692,0.02899
6_ROUGE-2,0.01818,0.05263,0.02702
7_ROUGE-2,0.01724,0.04348,0.02469
8_ROUGE-2,0,0,0
9_ROUGE-2,0.08621,0.3125,0.13514
