runid,recall,precision,f-score
10_ROUGE-SU*,0.01818,0.0018,0.00328
11_ROUGE-SU*,0.03913,0.00433,0.0078
12_ROUGE-SU*,0.02222,0.0021,0.00384
13_ROUGE-SU*,0.04727,0.00481,0.00873
14_ROUGE-SU*,0.02501,0.02353,0.02425
15_ROUGE-SU*,0.05258,0.01492,0.02324
16_ROUGE-SU*,0.03714,0.01191,0.01804
17_ROUGE-SU*,0.00588,0.00082,0.00144
18_ROUGE-SU*,0.07177,0.007,0.01276
19_ROUGE-SU*,0.0167,0.01608,0.01638
1_ROUGE-SU*,0.08418,0.01401,0.02402
20_ROUGE-SU*,0.0706,0.02037,0.03162
21_ROUGE-SU*,0.12919,0.01383,0.02499
22_ROUGE-SU*,0.01905,0.01449,0.01646
23_ROUGE-SU*,0.11765,0.01296,0.02335
24_ROUGE-SU*,0.03816,0.02661,0.03136
25_ROUGE-SU*,0.05042,0.00205,0.00394
26_ROUGE-SU*,0.03466,0.01222,0.01807
27_ROUGE-SU*,0.04851,0.03116,0.03795
28_ROUGE-SU*,0.12323,0.01396,0.02508
29_ROUGE-SU*,0.09447,0.00684,0.01276
2_ROUGE-SU*,0.07211,0.01772,0.02845
30_ROUGE-SU*,0.0406,0.01634,0.0233
31_ROUGE-SU*,0.00529,0.00063,0.00113
32_ROUGE-SU*,0.07834,0.00746,0.01362
33_ROUGE-SU*,0.01975,0.00341,0.00582
34_ROUGE-SU*,0.06041,0.02222,0.03249
35_ROUGE-SU*,0.01413,0.01413,0.01413
36_ROUGE-SU*,0.01805,0.00504,0.00788
37_ROUGE-SU*,0.09933,0.01102,0.01984
38_ROUGE-SU*,0.03158,0.02372,0.02709
39_ROUGE-SU*,0.02646,0.01685,0.02059
3_ROUGE-SU*,0.03361,0.00862,0.01372
40_ROUGE-SU*,0.05017,0.007,0.01229
41_ROUGE-SU*,0.03074,0.02284,0.02621
42_ROUGE-SU*,0.01389,0.00908,0.01098
43_ROUGE-SU*,0.01353,0.00706,0.00928
44_ROUGE-SU*,0.03539,0.03241,0.03383
45_ROUGE-SU*,0.03704,0.0094,0.01499
46_ROUGE-SU*,0.01587,0.0037,0.006
47_ROUGE-SU*,0.03158,0.01787,0.02282
48_ROUGE-SU*,0.1001,0.01199,0.02141
49_ROUGE-SU*,0.02979,0.00784,0.01241
4_ROUGE-SU*,0.00642,0.00273,0.00383
50_ROUGE-SU*,0.07543,0.01852,0.02974
51_ROUGE-SU*,0.05233,0.02381,0.03273
52_ROUGE-SU*,0.01592,0.01071,0.01281
53_ROUGE-SU*,0.01681,0.00093,0.00176
54_ROUGE-SU*,0.04094,0.02154,0.02823
55_ROUGE-SU*,0.0431,0.00878,0.01459
56_ROUGE-SU*,0.00539,0.00741,0.00624
57_ROUGE-SU*,0.01021,0.00527,0.00695
58_ROUGE-SU*,0.01412,0.02222,0.01727
59_ROUGE-SU*,0.0735,0.04444,0.05539
5_ROUGE-SU*,0.05966,0.00967,0.01664
6_ROUGE-SU*,0.0913,0.01944,0.03205
7_ROUGE-SU*,0.07976,0.03598,0.04959
8_ROUGE-SU*,0.03036,0.00409,0.00721
9_ROUGE-SU*,0.19506,0.05133,0.08127
