runid,recall,precision,f-score
10_ROUGE-1,0.26087,0.13043,0.17391
11_ROUGE-1,0.26316,0.22727,0.2439
12_ROUGE-1,0.06122,0.09091,0.07317
13_ROUGE-1,0.16667,0.2,0.18182
14_ROUGE-1,0.125,0.09091,0.10526
15_ROUGE-1,0.22727,0.22727,0.22727
16_ROUGE-1,0.25926,0.125,0.16867
17_ROUGE-1,0.22222,0.12121,0.15686
18_ROUGE-1,0.2,0.10811,0.14035
19_ROUGE-1,0.17308,0.15517,0.16364
1_ROUGE-1,0.16393,0.26316,0.20202
20_ROUGE-1,0.20312,0.31707,0.24761
21_ROUGE-1,0.35,0.15556,0.21539
22_ROUGE-1,0.2459,0.125,0.16575
23_ROUGE-1,0.4,0.13043,0.19672
24_ROUGE-1,0.17143,0.16667,0.16902
25_ROUGE-1,0.06667,0.01923,0.02985
26_ROUGE-1,0.13793,0.10256,0.11764
27_ROUGE-1,0.22917,0.13095,0.16667
28_ROUGE-1,0.19355,0.12245,0.15
29_ROUGE-1,0.25,0.08824,0.13044
2_ROUGE-1,0.61111,0.36667,0.45834
30_ROUGE-1,0.11111,0.09524,0.10256
31_ROUGE-1,0.10526,0.03636,0.05405
32_ROUGE-1,0.18182,0.16327,0.17205
33_ROUGE-1,0.25,0.15556,0.19178
34_ROUGE-1,0.4,0.26667,0.32
35_ROUGE-1,0.08,0.19048,0.11268
36_ROUGE-1,0.05263,0.05405,0.05333
37_ROUGE-1,0.38889,0.15054,0.21706
38_ROUGE-1,0.18966,0.23913,0.21154
39_ROUGE-1,0.20408,0.27778,0.23529
3_ROUGE-1,0.13636,0.11111,0.12245
40_ROUGE-1,0.20833,0.10204,0.13698
41_ROUGE-1,0.24194,0.27273,0.25641
42_ROUGE-1,0.13846,0.16667,0.15126
43_ROUGE-1,0.08333,0.11538,0.09677
44_ROUGE-1,0.04545,0.05405,0.04938
45_ROUGE-1,0.25,0.15556,0.19178
46_ROUGE-1,0.13793,0.08,0.10127
47_ROUGE-1,0.19444,0.175,0.18421
48_ROUGE-1,0.06818,0.125,0.08823
49_ROUGE-1,0.20833,0.21739,0.21276
4_ROUGE-1,0.10256,0.0678,0.08163
50_ROUGE-1,0.16667,0.10204,0.12658
51_ROUGE-1,0.36585,0.22059,0.27523
52_ROUGE-1,0.14815,0.12903,0.13793
53_ROUGE-1,0.08,0.05263,0.06349
54_ROUGE-1,0.30909,0.30357,0.30631
55_ROUGE-1,0.26087,0.11765,0.16217
56_ROUGE-1,0.09259,0.125,0.10638
57_ROUGE-1,0.08333,0.08511,0.08421
58_ROUGE-1,0.17647,0.15789,0.16666
59_ROUGE-1,0.2,0.19565,0.1978
5_ROUGE-1,0.22727,0.16949,0.19417
6_ROUGE-1,0.47619,0.20833,0.28985
7_ROUGE-1,0.15385,0.03704,0.05971
8_ROUGE-1,0.09375,0.08824,0.09091
9_ROUGE-1,0.39286,0.23404,0.29333
