runid,recall,precision,f-score
10_ROUGE-SU*,0.0027,0.00387,0.00318
11_ROUGE-SU*,0.06087,0.01552,0.02473
12_ROUGE-SU*,0.03023,0.05271,0.03842
13_ROUGE-SU*,0.04727,0.00711,0.01236
14_ROUGE-SU*,0.02128,0.00938,0.01302
15_ROUGE-SU*,0.03497,0.06418,0.04527
16_ROUGE-SU*,0.11936,0.03396,0.05288
17_ROUGE-SU*,0.01765,0.00317,0.00537
18_ROUGE-SU*,0.04306,0.0194,0.02675
19_ROUGE-SU*,0.01816,0.01513,0.01651
1_ROUGE-SU*,0.0202,0.00839,0.01186
20_ROUGE-SU*,0.04521,0.07094,0.05523
21_ROUGE-SU*,0.07177,0.00908,0.01612
22_ROUGE-SU*,0.01587,0.01537,0.01562
23_ROUGE-SU*,0.04202,0.01152,0.01808
24_ROUGE-SU*,0.02703,0.01389,0.01835
25_ROUGE-SU*,0.02521,0.00144,0.00272
26_ROUGE-SU*,0.01843,0.00887,0.01198
27_ROUGE-SU*,0.01702,0.01399,0.01536
28_ROUGE-SU*,0.02222,0.00936,0.01317
29_ROUGE-SU*,0.04147,0.02432,0.03066
2_ROUGE-SU*,0.01898,0.00967,0.01281
30_ROUGE-SU*,0.0015,0.00128,0.00138
31_ROUGE-SU*,0.07937,0.00621,0.01152
32_ROUGE-SU*,0.03456,0.0094,0.01478
33_ROUGE-SU*,0.02716,0.00407,0.00708
34_ROUGE-SU*,0.00954,0.01592,0.01193
35_ROUGE-SU*,0.00923,0.05819,0.01593
36_ROUGE-SU*,0.00811,0.0049,0.00611
37_ROUGE-SU*,0.0202,0.00543,0.00856
38_ROUGE-SU*,0.01871,0.01588,0.01718
39_ROUGE-SU*,0.01144,0.00943,0.01034
3_ROUGE-SU*,0.0119,0.00796,0.00954
40_ROUGE-SU*,0.0301,0.01216,0.01732
41_ROUGE-SU*,0.02971,0.03769,0.03323
42_ROUGE-SU*,0.00741,0.00539,0.00624
43_ROUGE-SU*,0.00739,0.03466,0.01218
44_ROUGE-SU*,0.00607,0.00511,0.00555
45_ROUGE-SU*,0.07407,0.01881,0.03
46_ROUGE-SU*,0.05159,0.02189,0.03074
47_ROUGE-SU*,0.02614,0.01535,0.01934
48_ROUGE-SU*,0.02427,0.02427,0.02427
49_ROUGE-SU*,0.1037,0.00615,0.01161
4_ROUGE-SU*,0.00257,0.00151,0.0019
50_ROUGE-SU*,0.01078,0.00752,0.00886
51_ROUGE-SU*,0.01119,0.02162,0.01475
52_ROUGE-SU*,0.01587,0.02189,0.0184
53_ROUGE-SU*,0.04012,0.00509,0.00903
54_ROUGE-SU*,0.02274,0.03385,0.0272
55_ROUGE-SU*,0.02371,0.00769,0.01161
56_ROUGE-SU*,0.02426,0.04396,0.03127
57_ROUGE-SU*,0.03838,0.00617,0.01063
58_ROUGE-SU*,0.02824,0.02686,0.02753
59_ROUGE-SU*,0.05899,0.02527,0.03538
5_ROUGE-SU*,0.02326,0.01736,0.01988
6_ROUGE-SU*,0.04348,0.00585,0.01031
7_ROUGE-SU*,0.03333,0.00149,0.00285
8_ROUGE-SU*,0.00866,0.03727,0.01405
9_ROUGE-SU*,0.1358,0.04493,0.06752
